,uid,info,stars,categ,bt_coin,bt_days,bt_l_adg,bt_s_adg,long,l_AU,l_gspan,l_TP,short,s_AU,s_gspan,s_TP
160,af2fb,/flyingtoaster/1s/0.1.2_auenabled_longshort/UNFIUSDT_20220807224359_bbacc,5.0,flyingtoaster,UNFIUSDT,527,0.297,0.338,True,True,31.0,0.2% /0.3%/,True,True,43.0,0.2% /0.29%/
137,b4483,/flyingtoaster/1s/0.1.2_auenabled_longshort/ALGOUSDT_20220807030728_4dae9,5.0,flyingtoaster,ALGOUSDT,775,0.294,0.26,True,True,25.0,0.2% /0.27%/,True,True,35.0,0.2% /0.3%/
158,36133,/flyingtoaster/1s/0.1.2_auenabled_longshort/TRBUSDT_20220805010112_a7190,5.0,flyingtoaster,TRBUSDT,696,0.283,0.244,True,True,33.0,0.2% /0.3%/,True,True,36.0,0.2% /0.3%/
26,5e6fd,/MDCL/Update_0.2.1/SOLUSDT_0.2.1,5.0,MDCL,SOLUSDT,673,0.273,0.146,True,True,34.0,0.3% /0.2%/,True,True,49.0,0.29% /0.2%/
88,5457c,/flyingtoaster/1m/audisabled/1.5/SOLUSDT_20220723093109_e541e,5.0,flyingtoaster,SOLUSDT,676,0.272,0.144,True,False,27.0,0.2% /2.15%/,True,False,57.0,0.83% /2.95%/
138,ffcde,/flyingtoaster/1s/0.1.2_auenabled_longshort/AVAXUSDT_20220805010112_a7190,5.0,flyingtoaster,AVAXUSDT,676,0.259,0.163,True,True,39.0,0.2% /0.27%/,True,True,44.0,0.2% /0.26%/
144,c3423,/flyingtoaster/1s/0.1.2_auenabled_longshort/ENJUSDT_20220805010112_a7190,5.0,flyingtoaster,ENJUSDT,670,0.254,0.192,True,True,34.0,0.2% /0.3%/,True,True,35.0,0.2% /0.13%/
196,65cef,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/NEARUSDT_20220831050247_8f999,5.0,flyingtoaster,NEARUSDT,665,0.244,0.169,True,True,47.0,0.23% /0.12%/,True,True,41.0,0.3% /0.19%/
171,1afc6,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/CVCUSDT_20220825174433_b9737,5.0,flyingtoaster,CVCUSDT,638,0.241,0.149,True,True,42.0,0.2% /0.3%/,True,True,42.0,0.2% /0.27%/
98,e251b,/flyingtoaster/1m/audisabled/1.7/ETCUSDT_20220726144831_522de,5.0,flyingtoaster,ETCUSDT,920,0.235,0.159,True,False,29.0,0.2% /1.61%/,True,False,39.0,0.85% /0.54%/
164,b583d,/flyingtoaster/1s/0.1.2_auenabled_longshort/XRPUSDT_20220805010112_a7190,5.0,flyingtoaster,XRPUSDT,937,0.235,0.0878,True,True,26.0,0.2% /0.3%/,True,True,46.0,0.2% /0.3%/
146,dc1a9,/flyingtoaster/1s/0.1.2_auenabled_longshort/ETCUSDT_20220805010112_a7190,5.0,flyingtoaster,ETCUSDT,927,0.228,0.23,True,True,29.0,0.2% /0.26%/,True,True,40.0,0.2% /0.3%/
56,e9b2c,/dotcom87/v0.1/SXPUSDT_20220730064655_4661b,5.0,dotcom87,SXPUSDT,737,0.227,0.23,True,True,40.0,0.2% /0.3%/,True,True,26.0,0.2% /0.28%/
34,7eb33,/MDCL/Update_0.2.3/AVAXUSDT_20220804100658_3ac1e,5.0,MDCL,AVAXUSDT,677,0.225,0.154,True,True,28.0,0.2% /0.27%/,True,True,48.0,0.2% /0.3%/
183,fa69d,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/NEARUSDT_20220825174433_b9737,5.0,flyingtoaster,NEARUSDT,665,0.225,0.14,True,True,41.0,0.2% /0.27%/,True,True,41.0,0.2% /0.28%/
63,03a8f,/flyingtoaster/1m/0.1_auenabled_short/ETCUSDT_20220731004348_49308,5.0,flyingtoaster,ETCUSDT,920,0.221,0.239,True,False,29.0,0.2% /0.26%/,True,False,43.0,0.2% /0.24%/
156,fe450,/flyingtoaster/1s/0.1.2_auenabled_longshort/SOLUSDT_20220805010112_a7190,5.0,flyingtoaster,SOLUSDT,685,0.221,0.127,True,True,30.0,0.2% /0.27%/,True,True,50.0,0.2% /0.25%/
181,d8f62,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/MANAUSDT_20220825174433_b9737,5.0,flyingtoaster,MANAUSDT,514,0.212,0.0294,True,True,44.0,0.2% /0.29%/,True,True,50.0,0.2% /0.01%/
141,693fd,/flyingtoaster/1s/0.1.2_auenabled_longshort/DOTUSDT_20220805010112_a7190,5.0,flyingtoaster,DOTUSDT,708,0.206,0.0664,True,True,35.0,0.2% /0.3%/,True,True,44.0,0.2% /0.1%/
80,7d4b9,/flyingtoaster/1m/audisabled/1.5/ETCUSDT_20220723093109_e541e,5.0,flyingtoaster,ETCUSDT,918,0.205,0.115,True,False,31.0,0.2% /1.01%/,True,False,36.0,0.75% /0.13%/
107,c7713,/flyingtoaster/1m/audisabled/1.7/XLMUSDT_20220726144831_522de,5.0,flyingtoaster,XLMUSDT,916,0.201,0.183,True,False,35.0,0.2% /1.99%/,True,False,33.0,0.98% /1.29%/
73,85d7d,/flyingtoaster/1m/0.1_auenabled_short/maximum_pa_distance_std_test/DOTUSDT_MAX_PA_DIST_STD_0.010,5.0,flyingtoaster,DOTUSDT,700,0.199,0.161,True,False,34.0,0.2% /0.29%/,True,True,45.0,0.2% /0.3%/
184,5ecb5,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/SANDUSDT_20220825174433_b9737,5.0,flyingtoaster,SANDUSDT,563,0.193,0.136,True,True,42.0,0.2% /0.26%/,True,True,43.0,0.2% /0.29%/
175,1ea3c,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/ENJUSDT_20220825174433_b9737,5.0,flyingtoaster,ENJUSDT,681,0.189,0.163,True,True,41.0,0.2% /0.3%/,True,True,41.0,0.2% /0.29%/
72,1351e,/flyingtoaster/1m/0.1_auenabled_short/XLMUSDT_20220731004348_49308,5.0,flyingtoaster,XLMUSDT,916,0.183,0.106,True,False,36.0,0.2% /0.3%/,True,True,44.0,0.2% /0.3%/
89,81145,/flyingtoaster/1m/audisabled/1.5/XLMUSDT_20220723093109_e541e,5.0,flyingtoaster,XLMUSDT,914,0.183,0.133,True,False,32.0,0.2% /1.8%/,True,False,36.0,0.48% /0.67%/
194,af269,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/MANAUSDT_20220901213214_31214,5.0,flyingtoaster,MANAUSDT,514,0.18,0.0615,True,True,40.0,0.28% /0.2%/,True,True,57.0,0.27% /0.17%/
199,b14b2,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/TRBUSDT_20220831050247_8f999,5.0,flyingtoaster,TRBUSDT,707,0.179,0.136,True,True,40.0,0.3% /0.18%/,True,True,50.0,0.29% /0.19%/
193,95472,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/DOTUSDT_20220831050247_8f999,5.0,flyingtoaster,DOTUSDT,711,0.17,0.0536,True,True,40.0,0.28% /0.19%/,True,True,57.0,0.27% /0.15%/
62,dd6dc,/flyingtoaster/1m/0.1_auenabled_short/EOSUSDT_20220731004348_49308,5.0,flyingtoaster,EOSUSDT,928,0.165,0.079,True,False,25.0,0.2% /0.3%/,True,True,45.0,0.2% /0.29%/
136,5a49c,/flyingtoaster/1s/0.1.2_auenabled_longshort/ADAUSDT_20220805010112_a7190,5.0,flyingtoaster,ADAUSDT,912,0.165,0.0669,True,True,28.0,0.2% /0.3%/,True,True,41.0,0.2% /0.27%/
165,ed6a2,/flyingtoaster/1s/0.1.2_auenabled_longshort/XTZUSDT_20220807224359_bbacc,5.0,flyingtoaster,XTZUSDT,906,0.162,0.115,True,True,33.0,0.2% /0.29%/,True,True,35.0,0.2% /0.26%/
197,b255e,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/SANDUSDT_20220901213214_31214,5.0,flyingtoaster,SANDUSDT,563,0.162,0.131,True,True,40.0,0.3% /0.2%/,True,True,43.0,0.28% /0.17%/
57,b64ab,/flyingtoaster/1m/0.1_auenabled_short/ADAUSDT_20220731004348_49308,5.0,flyingtoaster,ADAUSDT,905,0.155,0.0619,True,False,37.0,0.2% /0.2%/,True,True,47.0,0.2% /0.27%/
192,04656,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/AVAXUSDT_20220831050247_8f999,5.0,flyingtoaster,AVAXUSDT,687,0.147,0.118,True,True,40.0,0.28% /0.19%/,True,True,48.0,0.3% /0.19%/
145,f3df0,/flyingtoaster/1s/0.1.2_auenabled_longshort/EOSUSDT_20220805010112_a7190,5.0,flyingtoaster,EOSUSDT,935,0.146,0.0782,True,True,29.0,0.2% /0.28%/,True,True,45.0,0.2% /0.29%/
172,aa8f9,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/DOTUSDT_20220825174433_b9737,5.0,flyingtoaster,DOTUSDT,719,0.144,0.0889,True,True,49.0,0.2% /0.3%/,True,True,44.0,0.2% /0.29%/
150,5d609,/flyingtoaster/1s/0.1.2_auenabled_longshort/LINKUSDT_20220805010112_a7190,5.0,flyingtoaster,LINKUSDT,926,0.141,0.109,True,True,32.0,0.2% /0.29%/,True,True,35.0,0.2% /0.3%/
174,03801,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/EGLDUSDT_20220825174433_b9737,5.0,flyingtoaster,EGLDUSDT,696,0.139,0.0582,True,True,41.0,0.2% /0.3%/,True,True,43.0,0.2% /0.28%/
28,b20c8,/MDCL/Update_0.2.2/ADAUSDT_20220729133412_3d314,5.0,MDCL,ADAUSDT,908,0.138,0.0583,True,True,32.0,0.2% /0.3%/,True,True,38.0,0.2% /0.3%/
101,2b2f1,/flyingtoaster/1m/audisabled/1.7/LINKUSDT_20220726144831_522de,5.0,flyingtoaster,LINKUSDT,919,0.135,0.134,True,False,37.0,0.2% /1.55%/,True,False,40.0,0.8% /2.14%/
189,85cac,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/XLMUSDT_20220825174433_b9737,5.0,flyingtoaster,XLMUSDT,934,0.126,0.105,True,True,42.0,0.2% /0.11%/,True,True,41.0,0.2% /0.27%/
168,b745e,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/AVAXUSDT_20220825174433_b9737,5.0,flyingtoaster,AVAXUSDT,687,0.117,0.147,True,True,47.0,0.2% /0.3%/,True,True,49.0,0.2% /0.3%/
167,2b8a6,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/ATOMUSDT_20220825174433_b9737,5.0,flyingtoaster,ATOMUSDT,916,0.116,0.126,True,True,37.0,0.2% /0.28%/,True,True,36.0,0.2% /0.29%/
191,ea04c,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/XRPUSDT_20220825174433_b9737,5.0,flyingtoaster,XRPUSDT,948,0.109,0.0539,True,True,40.0,0.2% /0.29%/,True,True,51.0,0.2% /0.3%/
139,6fe41,/flyingtoaster/1s/0.1.2_auenabled_longshort/BNBUSDT_20220807030728_4dae9,5.0,flyingtoaster,BNBUSDT,902,0.103,0.0382,True,True,37.0,0.2% /0.26%/,True,True,35.0,0.2% /0.3%/
187,23c59,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/TRXUSDT_20220825174433_b9737,5.0,flyingtoaster,TRXUSDT,939,0.0969,0.0809,True,True,44.0,0.2% /0.3%/,True,True,40.0,0.2% /0.3%/
180,ab122,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/LINKUSDT_20220825174433_b9737,5.0,flyingtoaster,LINKUSDT,937,0.0843,0.0996,True,True,44.0,0.2% /0.29%/,True,True,41.0,0.2% /0.3%/
99,d4d2b,/flyingtoaster/1m/audisabled/1.7/GMTUSDT_20220726144831_522de,4.0,flyingtoaster,GMTUSDT,131,0.777,0.716,True,False,16.0,0.2% /0.98%/,True,False,2.0,0.78% /0%/
122,a345b,/flyingtoaster/1m/mdcl_hardcore_scalp/GMTUSDT_20220818203915_b4260,4.0,flyingtoaster,GMTUSDT,140,0.742,0.798,True,True,14.0,0.3% /0.2%/,True,False,17.0,0.3% /0.17%/
126,e1200,/flyingtoaster/1m/mdcl_hardcore_scalp/MATICUSDT_20220818203915_b4260,4.0,flyingtoaster,MATICUSDT,649,0.612,0.237,True,True,11.0,0.3% /0.19%/,True,True,18.0,0.3% /0.18%/
129,54c86,/flyingtoaster/1m/mdcl_hardcore_scalp/SOLUSDT_20220818203915_b4260,4.0,flyingtoaster,SOLUSDT,687,0.566,0.294,True,True,10.0,0.3% /0.19%/,True,True,12.0,0.3% /0.14%/
112,8af61,/flyingtoaster/1m/mdcl_hardcore_scalp/AVAXUSDT_20220818203915_b4260,4.0,flyingtoaster,AVAXUSDT,678,0.528,0.257,True,True,11.0,0.3% /0.2%/,True,True,19.0,0.3% /0.2%/
110,ad87b,/flyingtoaster/1m/mdcl_hardcore_scalp/ADAUSDT_20220818203915_b4260,4.0,flyingtoaster,ADAUSDT,914,0.521,0.0938,True,True,10.0,0.3% /0.07%/,True,True,17.0,0.3% /0.0%/
135,d197d,/flyingtoaster/1m/mdcl_hardcore_scalp/XRPUSDT_20220818203915_b4260,4.0,flyingtoaster,XRPUSDT,939,0.471,0.221,True,True,10.0,0.3% /0.19%/,True,True,12.0,0.3% /0.03%/
86,5e932,/flyingtoaster/1m/audisabled/1.5/NEARUSDT_20220723093109_e541e,4.0,flyingtoaster,NEARUSDT,645,0.443,0.242,True,False,15.0,0.2% /1.22%/,True,False,34.0,0.97% /2.73%/
106,ae67f,/flyingtoaster/1m/audisabled/1.7/SOLUSDT_20220726144831_522de,4.0,flyingtoaster,SOLUSDT,678,0.422,0.176,True,False,16.0,0.2% /1.39%/,True,False,45.0,0.82% /2.65%/
178,ec845,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/GMTUSDT_20220825174433_b9737,4.0,flyingtoaster,GMTUSDT,149,0.395,0.223,True,True,40.0,0.2% /0.26%/,True,True,45.0,0.2% /0.3%/
121,5b1f4,/flyingtoaster/1m/mdcl_hardcore_scalp/ETCUSDT_20220818203915_b4260,4.0,flyingtoaster,ETCUSDT,929,0.388,0.244,True,True,11.0,0.3% /0.19%/,True,True,13.0,0.3% /0.03%/
52,75844,/dotcom87/v0.1/HBARUSDT_20220730064655_4661b,4.0,dotcom87,HBARUSDT,498,0.382,0.534,True,True,15.0,0.2% /0.23%/,True,True,25.0,0.2% /0.3%/
8,c2c2c,/MDCL/Default_TP_0.2%_17k_balance_testing/SOLUSDT_20220817045953_116a8,4.0,MDCL,SOLUSDT,687,0.375,0.174,True,True,30.0,0.2% /0.3%/,True,True,27.0,0.2% /0.3%/
40,ee751,/MDCL/Update_0.2.3/SANDUSDT_20220804003736_fef8f,4.0,MDCL,SANDUSDT,553,0.371,0.168,True,True,29.0,0.2% /0.3%/,True,True,34.0,0.2% /0.3%/
25,fee62,/MDCL/Update_0.2.1/SANDUSDT_0.2.1,4.0,MDCL,SANDUSDT,540,0.36,0.195,True,True,31.0,0.28% /0.2%/,True,True,34.0,0.29% /0.17%/
15,a0c33,/MDCL/Update_0.1/MATICUSDT_0.1,4.0,MDCL,MATICUSDT,627,0.353,0.103,True,False,15.0,0.44% /0.19%/,True,True,52.0,0.49% /0.18%/
48,f0303,/dotcom87/v0.1/CHZUSDT_20220730064655_4661b,4.0,dotcom87,CHZUSDT,553,0.35,0.226,True,True,33.0,0.2% /0.28%/,True,True,27.0,0.2% /0.27%/
155,5c4db,/flyingtoaster/1s/0.1.2_auenabled_longshort/SANDUSDT_20220805010112_a7190,4.0,flyingtoaster,SANDUSDT,552,0.345,0.134,True,True,26.0,0.2% /0.3%/,True,True,43.0,0.2% /0.3%/
111,25f68,/flyingtoaster/1m/mdcl_hardcore_scalp/ATOMUSDT_20220818203915_b4260,4.0,flyingtoaster,ATOMUSDT,907,0.342,0.308,True,True,12.0,0.3% /0.13%/,True,True,10.0,0.3% /0.19%/
77,911d6,/flyingtoaster/1m/audisabled/1.5/DYDXUSDT_20220723093109_e541e,4.0,flyingtoaster,DYDXUSDT,315,0.341,1.03,True,False,22.0,0.2% /1.78%/,True,False,12.0,0.9% /2.56%/
44,78000,/MDCL/Update_0.2/MATICUSDT_0.2,4.0,MDCL,MATICUSDT,635,0.337,0.0931,True,True,24.0,0.3% /0.18%/,True,True,46.0,0.28% /0.19%/
31,89eb3,/MDCL/Update_0.2.2/MATICUSDT_20220731135249_d0915,4.0,MDCL,MATICUSDT,643,0.335,0.105,True,True,25.0,0.2% /0.25%/,True,True,42.0,0.2% /0.28%/
30,14088,/MDCL/Update_0.2.2/MATICUSDT_20220729133412_3d314,4.0,MDCL,MATICUSDT,643,0.334,0.109,True,True,25.0,0.2% /0.3%/,True,True,35.0,0.2% /0.3%/
39,43e29,/MDCL/Update_0.2.3/MATICUSDT_20220802215702_c3523,4.0,MDCL,MATICUSDT,648,0.332,0.109,True,True,23.0,0.2% /0.29%/,True,True,33.0,0.2% /0.3%/
102,c8424,/flyingtoaster/1m/audisabled/1.7/MANAUSDT_20220726144831_522de,4.0,flyingtoaster,MANAUSDT,496,0.329,0.451,True,False,37.0,0.2% /2.25%/,True,False,15.0,0.96% /0.32%/
24,b1d92,/MDCL/Update_0.2.1/MATICUSDT_0.2.1,4.0,MDCL,MATICUSDT,635,0.325,0.176,True,True,24.0,0.28% /0.2%/,True,True,24.0,0.3% /0.19%/
104,5986e,/flyingtoaster/1m/audisabled/1.7/NEARUSDT_20220726144831_522de,4.0,flyingtoaster,NEARUSDT,647,0.32,0.261,True,False,16.0,0.2% /0.43%/,True,False,36.0,0.96% /2.97%/
152,530b7,/flyingtoaster/1s/0.1.2_auenabled_longshort/MATICUSDT_20220805010112_a7190,4.0,flyingtoaster,MATICUSDT,647,0.319,0.133,True,True,31.0,0.2% /0.25%/,True,True,35.0,0.2% /0.28%/
96,6c258,/flyingtoaster/1m/audisabled/1.7/ENJUSDT_20220726144831_522de,4.0,flyingtoaster,ENJUSDT,663,0.318,0.257,True,False,35.0,0.2% /2.14%/,True,False,24.0,0.79% /1.87%/
133,b9d0d,/flyingtoaster/1m/mdcl_hardcore_scalp/XLMUSDT_20220818203915_b4260,4.0,flyingtoaster,XLMUSDT,925,0.315,0.285,True,True,12.0,0.3% /0.17%/,True,True,16.0,0.3% /0.2%/
17,040e0,/MDCL/Update_0.2.1/ADAUSDT_0.2.1,4.0,MDCL,ADAUSDT,900,0.307,0.0961,True,True,21.0,0.29% /0.19%/,True,True,29.0,0.28% /0.2%/
94,fb42a,/flyingtoaster/1m/audisabled/1.7/DYDXUSDT_20220726144831_522de,4.0,flyingtoaster,DYDXUSDT,317,0.306,1.07,True,False,22.0,0.2% /2.34%/,True,False,2.0,0.91% /2.1%/
13,40823,/MDCL/Update_0.1/AVAXUSDT_0.1,4.0,MDCL,AVAXUSDT,656,0.297,0.137,True,True,27.0,0.28% /0.19%/,True,True,44.0,0.29% /0.2%/
19,eb1ed,/MDCL/Update_0.2.1/AVAXUSDT_0.2.1,4.0,MDCL,AVAXUSDT,664,0.292,0.118,True,True,20.0,0.29% /0.15%/,True,True,53.0,0.29% /0.2%/
91,af59b,/flyingtoaster/1m/audisabled/1.5/XRPUSDT_20220723093109_e541e,4.0,flyingtoaster,XRPUSDT,928,0.284,0.224,True,False,25.0,0.2% /2.16%/,True,False,24.0,0.4% /2.77%/
95,62d06,/flyingtoaster/1m/audisabled/1.7/EGLDUSDT_20220726144831_522de,4.0,flyingtoaster,EGLDUSDT,678,0.284,0.124,True,False,16.0,0.2% /0.4%/,True,False,36.0,0.3% /0%/
