,uid,info,stars,categ,bt_coin,bt_days,bt_l_adg,bt_s_adg,long,l_AU,l_gspan,l_TP,short,s_AU,s_gspan,s_TP
25,b1d92,/MDCL/Update_0.2.1/MATICUSDT_0.2.1,5.0,MDCL,MATICUSDT,635,0.325,0.176,True,True,24.0,0.28% /0.2%/,True,True,24.0,0.3% /0.19%/
130,32619,/flyingtoaster/1m/5.7.0/MANAUSDT_20220713075744_02a71,4.0,flyingtoaster,MANAUSDT,482,0.322,0.36,True,False,15.0,0.2% /0.55%/,True,False,8.0,0.47% /0.3%/
341,f2765,/flyingtoaster/1s/testing/recursive_01_test/MATICUSDT_20220903063921_12718,4.0,flyingtoaster,MATICUSDT,678,0.322,0.13,True,False,-1.0,3.11% /1.09%/,True,True,-1.0,2.03% /0.62%/
150,5986e,/flyingtoaster/1m/audisabled/1.7/NEARUSDT_20220726144831_522de,6.0,flyingtoaster,NEARUSDT,647,0.32,0.261,True,False,16.0,0.2% /0.43%/,True,False,36.0,0.96% /2.97%/
374,530b7,/flyingtoaster/1s/0.1.2_auenabled_longshort/MATICUSDT_20220805010112_a7190,6.0,flyingtoaster,MATICUSDT,647,0.319,0.133,True,True,31.0,0.2% /0.25%/,True,True,35.0,0.2% /0.28%/
279,530b7,/flyingtoaster/1m/0.1.2_auenabled_longshort/MATICUSDT_20220805010112_a7190,6.0,flyingtoaster,MATICUSDT,647,0.319,0.133,True,True,31.0,0.2% /0.25%/,True,True,35.0,0.2% /0.28%/
205,4ade0,/flyingtoaster/1m/test_phase/tight_02_auenabled/AVAXUSDT_20220818034828_7800f,6.0,flyingtoaster,AVAXUSDT,678,0.319,0.198,True,True,20.0,0.3% /0.17%/,True,True,29.0,0.3% /0.19%/
146,6c258,/flyingtoaster/1m/audisabled/1.7/ENJUSDT_20220726144831_522de,6.0,flyingtoaster,ENJUSDT,663,0.318,0.257,True,False,35.0,0.2% /2.14%/,True,False,24.0,0.79% /1.87%/
152,c8b5f,/flyingtoaster/1m/audisabled/1.8/DYDXUSDT_20220729034019_65741,4.0,flyingtoaster,DYDXUSDT,317,0.318,0.419,True,False,22.0,0.2% /1.54%/,True,False,14.0,0.3% /0.17%/
71,b9d0d,/flyingtoaster/1m/mdcl_hardcore_scalp/XLMUSDT_20220818203915_b4260,5.0,flyingtoaster,XLMUSDT,925,0.315,0.285,True,True,12.0,0.3% /0.17%/,True,True,16.0,0.3% /0.2%/
201,41021,/flyingtoaster/1m/test_phase/0.1.3_widegrid_auenabled_longshort/DOTUSDT_20220808181521_1a897,5.0,flyingtoaster,DOTUSDT,710,0.314,0.161,True,True,21.0,0.25% /0.17%/,True,True,24.0,0.21% /0.17%/
183,842b0,/flyingtoaster/1m/audisabled/1.5/ENJUSDT_20220723093109_e541e,6.0,flyingtoaster,ENJUSDT,661,0.314,0.263,True,False,35.0,0.2% /2.14%/,True,False,25.0,0.54% /1.68%/
272,1483e,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/CHZUSDT_20220820070908_9d6a9,6.0,flyingtoaster,CHZUSDT,558,0.312,0.28,True,True,27.0,0.15% /0.19%/,True,True,36.0,0.15% /0%/
440,41cf7,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/CHZUSDT_20220825174433_b9737,7.0,flyingtoaster,CHZUSDT,567,0.312,0.149,True,True,44.0,0.2% /0.3%/,True,True,45.0,0.2% /0.29%/
199,b37d3,/flyingtoaster/1m/test_phase/0.1.3_widegrid_auenabled_longshort/DYDXUSDT_20220808181521_1a897,5.0,flyingtoaster,DYDXUSDT,326,0.311,0.37,True,True,25.0,0.28% /0.18%/,True,True,25.0,0.29% /0.19%/
365,37ec1,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/MATICUSDT_20220831050247_8f999,7.0,flyingtoaster,MATICUSDT,649,0.309,0.106,True,True,40.0,0.25% /0.17%/,True,True,40.0,0.29% /0.19%/
122,3b39a,/flyingtoaster/1m/5.7.0/SANDUSDT_20220716051312_e271d,4.0,flyingtoaster,SANDUSDT,531,0.308,0.234,True,False,14.0,0.3% /0.05%/,True,False,14.0,0.3% /0.18%/
309,7df1b,/flyingtoaster/1m/hardcore_scalp/XLMUSDT_20220811210818_adb85,5.0,flyingtoaster,XLMUSDT,925,0.308,0.204,True,True,14.0,0.3% /0.06%/,True,True,10.0,0.3% /0.2%/
29,040e0,/MDCL/Update_0.2.1/ADAUSDT_0.2.1,6.0,MDCL,ADAUSDT,900,0.307,0.0961,True,True,21.0,0.29% /0.19%/,True,True,29.0,0.28% /0.2%/
177,9f68f,/flyingtoaster/1m/audisabled/1.4/NEARUSDT_20220721074803_ad155,5.0,flyingtoaster,NEARUSDT,633,0.307,0.264,True,False,14.0,0.2% /0.2%/,True,False,36.0,0.99% /3.0%/
325,81711,/flyingtoaster/1m/0.1_auenabled_short/MANAUSDT_20220731004348_49308,6.0,flyingtoaster,MANAUSDT,496,0.306,0.237,True,False,38.0,0.2% /0.29%/,True,True,36.0,0.2% /0.27%/
352,5bb2f,/flyingtoaster/1s/testing/MATICUSDT_20220824233518_3f5ae,7.0,flyingtoaster,MATICUSDT,658,0.306,0.116,True,True,40.0,0.3% /0.28%/,True,True,43.0,0.3% /0.29%/
312,0c081,/flyingtoaster/1m/hardcore_scalp/ADAUSDT_20220811210818_adb85,5.0,flyingtoaster,ADAUSDT,914,0.306,0.108,True,True,11.0,0.3% /0.03%/,True,True,19.0,0.3% /0.01%/
145,fb42a,/flyingtoaster/1m/audisabled/1.7/DYDXUSDT_20220726144831_522de,4.0,flyingtoaster,DYDXUSDT,317,0.306,1.07,True,False,22.0,0.2% /2.34%/,True,False,2.0,0.91% /2.1%/
121,9e079,/flyingtoaster/1m/5.7.0/SANDUSDT_20220715083342_969fe,6.0,flyingtoaster,SANDUSDT,531,0.305,0.22,True,False,36.0,0.2% /1.21%/,True,False,38.0,0.99% /1.43%/
120,4fe2e,/flyingtoaster/1m/5.7.0/SANDUSDT_20220713075744_02a71,6.0,flyingtoaster,SANDUSDT,531,0.304,0.203,True,False,30.0,0.2% /1.57%/,True,False,34.0,0.76% /2.09%/
129,ed5c9,/flyingtoaster/1m/5.7.0/DOTUSDT_20220715083342_969fe,5.0,flyingtoaster,DOTUSDT,687,0.304,0.183,True,False,17.0,0.2% /0.34%/,True,False,22.0,0.7% /0.28%/
134,3835d,/flyingtoaster/1m/audisabled/1.7/DOTUSDT_20220726063439_d6df6,4.0,flyingtoaster,DOTUSDT,700,0.304,0.166,True,False,13.0,0.2% /0.15%/,True,False,3.0,0.68% /0.4%/
327,47a74,/flyingtoaster/1m/0.1_auenabled_short/ENJUSDT_20220731004348_49308,6.0,flyingtoaster,ENJUSDT,663,0.301,0.202,True,False,34.0,0.2% /0.3%/,True,True,35.0,0.2% /0.26%/
117,090e2,/flyingtoaster/1m/5.7.0/SANDUSDT_20220717071307_ad2c7,4.0,flyingtoaster,SANDUSDT,531,0.3,0.254,True,False,14.0,0.2% /0.02%/,True,False,14.0,0.3% /0.0%/
36,f6a08,/MDCL/Update_0.1/SOLUSDT_0.1,7.0,MDCL,SOLUSDT,665,0.299,0.111,True,True,30.0,0.29% /0.19%/,True,True,57.0,0.29% /0.2%/
222,b1d10,/flyingtoaster/1m/test_phase/1.9test_phase/DOTUSDT_20220729213838_f8f2b,5.0,flyingtoaster,DOTUSDT,700,0.299,0.158,True,False,10.0,0.24% /0.14%/,True,False,24.0,0.3% /0.0%/
133,b4515,/flyingtoaster/1m/5.7.0/XRPUSDT_20220719121510_7aed7,5.0,flyingtoaster,XRPUSDT,916,0.298,0.191,True,False,15.0,0.2% /0.18%/,True,False,11.0,0.3% /0.17%/
378,af2fb,/flyingtoaster/1s/0.1.2_auenabled_longshort/UNFIUSDT_20220807224359_bbacc,6.0,flyingtoaster,UNFIUSDT,527,0.297,0.338,True,True,31.0,0.2% /0.3%/,True,True,43.0,0.2% /0.29%/
38,40823,/MDCL/Update_0.1/AVAXUSDT_0.1,6.0,MDCL,AVAXUSDT,656,0.297,0.137,True,True,27.0,0.28% /0.19%/,True,True,44.0,0.29% /0.2%/
421,5968f,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/HNTUSDT_20220822051814_f74f5,6.0,flyingtoaster,HNTUSDT,682,0.297,0.118,True,True,36.0,0.2% /0.28%/,True,True,37.0,0.2% /0.29%/
165,6f3b0,/flyingtoaster/1m/audisabled/1.4/DOTUSDT_20220723033310_f0eb5,5.0,flyingtoaster,DOTUSDT,687,0.297,0.151,True,False,11.0,0.2% /0.14%/,True,False,26.0,0.31% /2.04%/
236,97617,/flyingtoaster/1m/test_phase/0.1.6_scalper_auenabled/SANDUSDT_20220811010051_9c999,5.0,flyingtoaster,SANDUSDT,554,0.297,0.149,True,True,13.0,0.3% /0.17%/,True,True,40.0,0.2% /0.19%/
283,af2fb,/flyingtoaster/1m/0.1.2_auenabled_longshort/UNFIUSDT_20220807224359_bbacc,6.0,flyingtoaster,UNFIUSDT,527,0.297,0.338,True,True,31.0,0.2% /0.3%/,True,True,43.0,0.2% /0.29%/
380,b4483,/flyingtoaster/1s/0.1.2_auenabled_longshort/ALGOUSDT_20220807030728_4dae9,6.0,flyingtoaster,ALGOUSDT,775,0.294,0.26,True,True,25.0,0.2% /0.27%/,True,True,35.0,0.2% /0.3%/
285,b4483,/flyingtoaster/1m/0.1.2_auenabled_longshort/ALGOUSDT_20220807030728_4dae9,6.0,flyingtoaster,ALGOUSDT,775,0.294,0.26,True,True,25.0,0.2% /0.27%/,True,True,35.0,0.2% /0.3%/
11,838c9,/dotcom87/v0.1/CELRUSDT_20220730064655_4661b,5.0,dotcom87,CELRUSDT,486,0.294,0.24,True,True,20.0,0.2% /0.27%/,True,True,20.0,0.2% /0.29%/
166,2c794,/flyingtoaster/1m/audisabled/1.4/LINKUSDT_20220721074803_ad155,5.0,flyingtoaster,LINKUSDT,905,0.294,0.185,True,False,12.0,0.2% /0.17%/,True,False,22.0,0.91% /1.6%/
64,0eaab,/flyingtoaster/1m/mdcl_hardcore_scalp/EGLDUSDT_20220818203915_b4260,5.0,flyingtoaster,EGLDUSDT,687,0.293,0.115,True,True,14.0,0.3% /0.08%/,True,True,19.0,0.3% /0.07%/
26,eb1ed,/MDCL/Update_0.2.1/AVAXUSDT_0.2.1,6.0,MDCL,AVAXUSDT,664,0.292,0.118,True,True,20.0,0.29% /0.15%/,True,True,53.0,0.29% /0.2%/
94,c2a97,/flyingtoaster/1m/5.7.0/DOTUSDT_20220717071307_ad2c7,5.0,flyingtoaster,DOTUSDT,687,0.291,0.233,True,False,14.0,0.2% /0.08%/,True,False,17.0,0.3% /0.11%/
109,3e4b1,/flyingtoaster/1m/5.7.0/NEARUSDT_20220719121510_7aed7,5.0,flyingtoaster,NEARUSDT,633,0.291,0.271,True,False,14.0,0.2% /0.2%/,True,False,19.0,0.3% /0.2%/
198,2c15a,/flyingtoaster/1m/test_phase/0.1.3_widegrid_auenabled_longshort/SANDUSDT_20220808181521_1a897,6.0,flyingtoaster,SANDUSDT,554,0.291,0.213,True,True,26.0,0.3% /0.14%/,True,True,37.0,0.3% /0.2%/
206,304f7,/flyingtoaster/1m/test_phase/tight_02_auenabled/TRBUSDT_20220818034828_7800f,5.0,flyingtoaster,TRBUSDT,698,0.288,0.243,True,True,19.0,0.3% /0.08%/,True,True,27.0,0.3% /0.19%/
140,62d06,/flyingtoaster/1m/audisabled/1.7/EGLDUSDT_20220726144831_522de,6.0,flyingtoaster,EGLDUSDT,678,0.284,0.124,True,False,16.0,0.2% /0.4%/,True,False,36.0,0.3% /0%/
189,af59b,/flyingtoaster/1m/audisabled/1.5/XRPUSDT_20220723093109_e541e,6.0,flyingtoaster,XRPUSDT,928,0.284,0.224,True,False,25.0,0.2% /2.16%/,True,False,24.0,0.4% /2.77%/
385,36133,/flyingtoaster/1s/0.1.2_auenabled_longshort/TRBUSDT_20220805010112_a7190,6.0,flyingtoaster,TRBUSDT,696,0.283,0.244,True,True,33.0,0.2% /0.3%/,True,True,36.0,0.2% /0.3%/
290,36133,/flyingtoaster/1m/0.1.2_auenabled_longshort/TRBUSDT_20220805010112_a7190,6.0,flyingtoaster,TRBUSDT,696,0.283,0.244,True,True,33.0,0.2% /0.3%/,True,True,36.0,0.2% /0.3%/
128,2245a,/flyingtoaster/1m/5.7.0/LINKUSDT_20220718170718_17e47,5.0,flyingtoaster,LINKUSDT,905,0.283,0.184,True,False,12.0,0.2% /0.1%/,True,False,10.0,0.3% /0.08%/
132,688fd,/flyingtoaster/1m/5.7.0/DYDXUSDT_20220718170718_17e47,4.0,flyingtoaster,DYDXUSDT,303,0.281,0.399,True,False,14.0,0.2% /0.18%/,True,False,13.0,0.3% /0.16%/
65,1d713,/flyingtoaster/1m/mdcl_hardcore_scalp/CVCUSDT_20220818203915_b4260,4.0,flyingtoaster,CVCUSDT,629,0.28,0.314,True,True,11.0,0.3% /0.1%/,True,True,12.0,0.3% /0.2%/
417,3872e,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/ENJUSDT_20220822051814_f74f5,6.0,flyingtoaster,ENJUSDT,681,0.279,0.168,True,True,36.0,0.2% /0.3%/,True,True,36.0,0.2% /0.3%/
226,41d84,/flyingtoaster/1m/test_phase/1.9test_phase/SANDUSDT_20220729213838_f8f2b,6.0,flyingtoaster,SANDUSDT,545,0.278,0.149,True,False,37.0,0.3% /0.18%/,True,False,38.0,0.3% /0%/
429,1a8cb,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/HNTUSDT_20220825174433_b9737,7.0,flyingtoaster,HNTUSDT,682,0.277,0.124,True,True,45.0,0.2% /0.3%/,True,True,54.0,0.2% /0.3%/
55,d6dcb,/MDCL/Update_0.2.3/MANAUSDT_20220803130558_ff753,5.0,MDCL,MANAUSDT,504,0.276,0.233,True,True,22.0,0.2% /0.29%/,True,True,33.0,0.2% /0.3%/
193,b3738,/flyingtoaster/1m/audisabled/1.5/MANAUSDT_20220723093109_e541e,5.0,flyingtoaster,MANAUSDT,494,0.275,0.404,True,False,14.0,0.2% /0.27%/,True,False,33.0,0.98% /1.8%/
239,ff74f,/flyingtoaster/1m/test_phase/tight_01_auenabled/DOTUSDT_20220817060640_760a3,5.0,flyingtoaster,DOTUSDT,710,0.275,0.201,True,True,13.0,0.3% /0.15%/,True,True,17.0,0.3% /0.16%/
68,347d0,/flyingtoaster/1m/mdcl_hardcore_scalp/WAVESUSDT_20220818203915_b4260,5.0,flyingtoaster,WAVESUSDT,720,0.273,0.375,True,True,11.0,0.3% /0.13%/,True,True,12.0,0.3% /0.04%/
23,5e6fd,/MDCL/Update_0.2.1/SOLUSDT_0.2.1,7.0,MDCL,SOLUSDT,673,0.273,0.146,True,True,34.0,0.3% /0.2%/,True,True,49.0,0.29% /0.2%/
77,fe2fe,/flyingtoaster/1m/mdcl_hardcore_scalp/LINKUSDT_20220818203915_b4260,5.0,flyingtoaster,LINKUSDT,928,0.272,0.217,True,True,13.0,0.3% /0.18%/,True,True,11.0,0.3% /0.1%/
97,13bf4,/flyingtoaster/1m/5.7.0/ADAUSDT_20220717071307_ad2c7,5.0,flyingtoaster,ADAUSDT,891,0.272,0.108,True,False,11.0,0.2% /0.2%/,True,False,15.0,0.3% /0.12%/
184,5457c,/flyingtoaster/1m/audisabled/1.5/SOLUSDT_20220723093109_e541e,7.0,flyingtoaster,SOLUSDT,676,0.272,0.144,True,False,27.0,0.2% /2.15%/,True,False,57.0,0.83% /2.95%/
210,56711,/flyingtoaster/1m/test_phase/tight_02_auenabled/CVCUSDT_20220818034828_7800f,6.0,flyingtoaster,CVCUSDT,629,0.271,0.2,True,True,28.0,0.3% /0.18%/,True,True,28.0,0.3% /0.2%/
167,b0351,/flyingtoaster/1m/audisabled/1.4/XLMUSDT_20220721074803_ad155,6.0,flyingtoaster,XLMUSDT,902,0.27,0.113,True,False,13.0,0.2% /0.08%/,True,False,36.0,0.77% /0.25%/
22,528a1,/MDCL/Default_TP_0.2%_17k_balance_testing/SANDUSDT_20220817045953_116a8,6.0,MDCL,SANDUSDT,554,0.27,0.141,True,True,32.0,0.2% /0.3%/,True,True,33.0,0.2% /0.3%/
10,12805,/dotcom87/v0.1/DENTUSDT_20220730064655_4661b,5.0,dotcom87,DENTUSDT,491,0.27,0.214,True,True,18.0,0.2% /0.29%/,True,True,37.0,0.2% /0.3%/
1,9ffed,/dotcom87/v0.1/ONEUSDT_20220730064655_4661b,5.0,dotcom87,ONEUSDT,497,0.27,0.362,True,True,16.0,0.2% /0.12%/,True,True,26.0,0.2% /0.28%/
9,68838,/dotcom87/v0.1/CHRUSDT_20220730064655_4661b,5.0,dotcom87,CHRUSDT,503,0.268,0.255,True,True,22.0,0.2% /0.3%/,True,True,23.0,0.2% /0.3%/
449,fa1af,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/WAVESUSDT_20220825174433_b9737,8.0,flyingtoaster,WAVESUSDT,729,0.267,0.0573,True,True,49.0,0.2% /0.28%/,True,True,59.0,0.2% /0.29%/
212,889e3,/flyingtoaster/1m/test_phase/tight_02_auenabled/WAVESUSDT_20220818034828_7800f,6.0,flyingtoaster,WAVESUSDT,720,0.266,0.0895,True,True,11.0,0.3% /0.14%/,True,True,43.0,0.3% /0.18%/
202,6c573,/flyingtoaster/1m/test_phase/0.1.3_widegrid_auenabled_longshort/ADAUSDT_20220808181521_1a897,6.0,flyingtoaster,ADAUSDT,914,0.266,0.123,True,True,21.0,0.28% /0.18%/,True,True,25.0,0.28% /0%/
154,eedad,/flyingtoaster/1m/audisabled/1.8/SANDUSDT_20220729034019_65741,6.0,flyingtoaster,SANDUSDT,545,0.265,0.151,True,False,32.0,0.2% /0.46%/,True,False,39.0,0.28% /0.13%/
244,14398,/flyingtoaster/1m/test_phase/0.1.4_mediumgrid_au_longshort/SANDUSDT_20220809205637_5d1b6,6.0,flyingtoaster,SANDUSDT,554,0.264,0.164,True,True,31.0,0.2% /0.3%/,True,True,40.0,0.2% /0.05%/
228,6199b,/flyingtoaster/1m/test_phase/1.9test_phase/LINKUSDT_20220729213838_f8f2b,6.0,flyingtoaster,LINKUSDT,919,0.263,0.14,True,False,15.0,0.29% /0.19%/,True,False,26.0,0.29% /0.19%/
213,489c8,/flyingtoaster/1m/test_phase/tight_02_auenabled/DYDXUSDT_20220818034828_7800f,5.0,flyingtoaster,DYDXUSDT,326,0.263,0.38,True,True,26.0,0.3% /0.03%/,True,True,20.0,0.3% /0.2%/
155,b71ed,/flyingtoaster/1m/audisabled/1.8/SOLUSDT_20220729034019_65741,7.0,flyingtoaster,SOLUSDT,678,0.262,0.151,True,False,28.0,0.2% /1.5%/,True,False,59.0,0.3% /0.2%/
319,cf6c0,/flyingtoaster/1m/0.1_auenabled_short/NEARUSDT_20220731004348_49308,6.0,flyingtoaster,NEARUSDT,647,0.262,0.198,True,False,28.0,0.2% /0.29%/,True,True,36.0,0.2% /0.3%/
125,53f20,/flyingtoaster/1m/5.7.0/DOTUSDT_20220720232313_ee288,5.0,flyingtoaster,DOTUSDT,687,0.261,0.224,True,False,14.0,0.2% /0.19%/,True,False,15.0,0.3% /0.2%/
8,9fac7,/dotcom87/v0.1/ENJUSDT_20220730064655_4661b,5.0,dotcom87,ENJUSDT,667,0.261,0.2,True,False,16.0,0.2% /0.28%/,True,True,26.0,0.2% /0.24%/
87,7eed7,/flyingtoaster/1m/5.7.0/XLMUSDT_20220719121510_7aed7,5.0,flyingtoaster,XLMUSDT,902,0.26,0.245,True,False,13.0,0.2% /0.2%/,True,False,11.0,0.3% /0.08%/
318,c1402,/flyingtoaster/1m/hardcore_scalp/LINKUSDT_20220811210818_adb85,5.0,flyingtoaster,LINKUSDT,928,0.26,0.163,True,True,14.0,0.3% /0.15%/,True,True,11.0,0.3% /0.05%/
271,b025f,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/MANAUSDT_20220820070908_9d6a9,6.0,flyingtoaster,MANAUSDT,505,0.259,0.116,True,True,27.0,0.15% /0.19%/,True,True,35.0,0.15% /0.2%/
295,ffcde,/flyingtoaster/1m/0.1.2_auenabled_longshort/AVAXUSDT_20220805010112_a7190,7.0,flyingtoaster,AVAXUSDT,676,0.259,0.163,True,True,39.0,0.2% /0.27%/,True,True,44.0,0.2% /0.26%/
390,ffcde,/flyingtoaster/1s/0.1.2_auenabled_longshort/AVAXUSDT_20220805010112_a7190,7.0,flyingtoaster,AVAXUSDT,676,0.259,0.163,True,True,39.0,0.2% /0.27%/,True,True,44.0,0.2% /0.26%/
136,7d563,/flyingtoaster/1m/audisabled/1.7/SANDUSDT_20220726063439_d6df6,6.0,flyingtoaster,SANDUSDT,545,0.258,0.231,True,False,33.0,0.2% /1.64%/,True,False,33.0,0.87% /1.66%/
168,87e49,/flyingtoaster/1m/audisabled/1.4/ADAUSDT_20220721074803_ad155,6.0,flyingtoaster,ADAUSDT,891,0.258,0.126,True,False,11.0,0.2% /0.2%/,True,False,29.0,0.87% /0.87%/
102,b1a1e,/flyingtoaster/1m/5.7.0/DOTUSDT_20220716051312_e271d,5.0,flyingtoaster,DOTUSDT,687,0.257,0.201,True,False,14.0,0.3% /0.15%/,True,False,17.0,0.3% /0.07%/
255,915ee,/flyingtoaster/1m/test_phase/0.2_mediumrisk/DYDXUSDT_20220814082811_1a832,5.0,flyingtoaster,DYDXUSDT,326,0.257,0.206,True,True,25.0,0.28% /0.16%/,True,True,37.0,0.29% /0.12%/
353,39c76,/flyingtoaster/1s/testing/AVAXUSDT_20220825065640_d2d9a,7.0,flyingtoaster,AVAXUSDT,687,0.257,0.125,True,True,40.0,0.3% /0.27%/,True,True,48.0,0.3% /0.22%/
235,e4e07,/flyingtoaster/1m/test_phase/0.1.6_scalper_auenabled/DOTUSDT_20220811010051_9c999,6.0,flyingtoaster,DOTUSDT,710,0.256,0.067,True,True,10.0,0.3% /0.11%/,True,True,46.0,0.2% /0.18%/
229,de6f0,/flyingtoaster/1m/test_phase/1.9test_phase/DYDXUSDT_20220729213838_f8f2b,4.0,flyingtoaster,DYDXUSDT,317,0.255,0.287,True,False,17.0,0.29% /0.15%/,True,False,20.0,0.3% /0.2%/
277,c3423,/flyingtoaster/1m/0.1.2_auenabled_longshort/ENJUSDT_20220805010112_a7190,6.0,flyingtoaster,ENJUSDT,670,0.254,0.192,True,True,34.0,0.2% /0.3%/,True,True,35.0,0.2% /0.13%/
372,c3423,/flyingtoaster/1s/0.1.2_auenabled_longshort/ENJUSDT_20220805010112_a7190,6.0,flyingtoaster,ENJUSDT,670,0.254,0.192,True,True,34.0,0.2% /0.3%/,True,True,35.0,0.2% /0.13%/
262,460c8,/flyingtoaster/1m/test_phase/0.2_mediumrisk/DOTUSDT_20220814082811_1a832,6.0,flyingtoaster,DOTUSDT,710,0.253,0.173,True,True,33.0,0.29% /0.18%/,True,True,30.0,0.29% /0%/
151,d52e0,/flyingtoaster/1m/audisabled/1.7/XRPUSDT_20220726144831_522de,6.0,flyingtoaster,XRPUSDT,930,0.251,0.199,True,False,25.0,0.2% /2.2%/,True,False,27.0,0.93% /1.95%/
157,d86ed,/flyingtoaster/1m/audisabled/1.8/DOTUSDT_20220729034019_65741,5.0,flyingtoaster,DOTUSDT,700,0.251,0.188,True,False,16.0,0.2% /0.62%/,True,False,15.0,0.27% /0.02%/
28,d2692,/MDCL/Update_0.2.1/MANAUSDT_0.2.1,5.0,MDCL,MANAUSDT,491,0.249,0.229,True,True,23.0,0.29% /0.15%/,True,True,20.0,0.28% /0.19%/
386,40487,/flyingtoaster/1s/0.1.2_auenabled_longshort/CHZUSDT_20220807030728_4dae9,6.0,flyingtoaster,CHZUSDT,556,0.249,0.274,True,True,34.0,0.2% /0.27%/,True,True,36.0,0.2% /0.24%/
291,40487,/flyingtoaster/1m/0.1.2_auenabled_longshort/CHZUSDT_20220807030728_4dae9,6.0,flyingtoaster,CHZUSDT,556,0.249,0.274,True,True,34.0,0.2% /0.27%/,True,True,36.0,0.2% /0.24%/
170,35602,/flyingtoaster/1m/audisabled/1.4/ETCUSDT_20220721074803_ad155,6.0,flyingtoaster,ETCUSDT,906,0.246,0.121,True,False,14.0,0.2% /0.08%/,True,False,32.0,0.47% /0.29%/
100,1fd10,/flyingtoaster/1m/5.7.0/SOLUSDT_20220713075744_02a71,6.0,flyingtoaster,SOLUSDT,664,0.246,0.137,True,False,29.0,0.2% /1.26%/,True,False,48.0,0.41% /2.83%/
164,c7230,/flyingtoaster/1m/audisabled/1.6/SOLUSDT_20220725095314_dfd6e,6.0,flyingtoaster,SOLUSDT,677,0.245,0.147,True,False,20.0,0.24% /0.19%/,True,False,54.0,0.23% /2.65%/
317,58a25,/flyingtoaster/1m/hardcore_scalp/DYDXUSDT_20220811210818_adb85,4.0,flyingtoaster,DYDXUSDT,326,0.244,0.368,True,True,13.0,0.3% /0.2%/,True,True,13.0,0.3% /0.2%/
367,65cef,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/NEARUSDT_20220831050247_8f999,7.0,flyingtoaster,NEARUSDT,665,0.244,0.169,True,True,47.0,0.23% /0.12%/,True,True,41.0,0.3% /0.19%/
336,d6ec9,/flyingtoaster/1m/0.1_auenabled_short/DYDXUSDT_20220731004348_49308,6.0,flyingtoaster,DYDXUSDT,317,0.243,0.395,True,False,28.0,0.2% /0.29%/,True,True,47.0,0.2% /0.29%/
359,1e517,/flyingtoaster/1s/testing/0.1.5_testing/MATICUSDT_20220824174722_c9448,6.0,flyingtoaster,MATICUSDT,658,0.242,0.101,True,True,36.0,0.15% /0.29%/,True,True,35.0,0.15% /0.3%/
443,1afc6,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/CVCUSDT_20220825174433_b9737,7.0,flyingtoaster,CVCUSDT,638,0.241,0.149,True,True,42.0,0.2% /0.3%/,True,True,42.0,0.2% /0.27%/
2,ca3cf,/dotcom87/v0.1/SKLUSDT_20220730064655_4661b,5.0,dotcom87,SKLUSDT,597,0.24,0.303,True,True,15.0,0.2% /0.24%/,True,True,23.0,0.2% /0.28%/
7,52baf,/dotcom87/v0.1/1INCHUSDT_20220730064655_4661b,5.0,dotcom87,1INCHUSDT,580,0.239,0.233,True,True,17.0,0.2% /0.27%/,True,True,21.0,0.2% /0.25%/
392,b583d,/flyingtoaster/1s/0.1.2_auenabled_longshort/XRPUSDT_20220805010112_a7190,7.0,flyingtoaster,XRPUSDT,937,0.235,0.0878,True,True,26.0,0.2% /0.3%/,True,True,46.0,0.2% /0.3%/
137,e251b,/flyingtoaster/1m/audisabled/1.7/ETCUSDT_20220726144831_522de,7.0,flyingtoaster,ETCUSDT,920,0.235,0.159,True,False,29.0,0.2% /1.61%/,True,False,39.0,0.85% /0.54%/
458,cd814,/flyingtoaster/1s/0.1.3_1sdata_auenabled_longshort/CHZUSDT_20220820181033_83a53,6.0,flyingtoaster,CHZUSDT,567,0.235,0.163,True,True,30.0,0.15% /0.2%/,True,True,37.0,0.15% /0.2%/
297,b583d,/flyingtoaster/1m/0.1.2_auenabled_longshort/XRPUSDT_20220805010112_a7190,7.0,flyingtoaster,XRPUSDT,937,0.235,0.0878,True,True,26.0,0.2% /0.3%/,True,True,46.0,0.2% /0.3%/
254,a97f5,/flyingtoaster/1m/test_phase/0.2_mediumrisk/ENJUSDT_20220814082811_1a832,6.0,flyingtoaster,ENJUSDT,672,0.235,0.201,True,True,35.0,0.29% /0.11%/,True,True,33.0,0.29% /0.2%/
253,5d00b,/flyingtoaster/1m/test_phase/0.2_mediumrisk/XRPUSDT_20220814082811_1a832,7.0,flyingtoaster,XRPUSDT,939,0.233,0.0661,True,True,25.0,0.29% /0.2%/,True,True,50.0,0.28% /0.18%/
