,uid,info,stars,categ,bt_coin,bt_days,bt_l_adg,bt_s_adg,long,l_AU,l_gspan,l_TP,short,s_AU,s_gspan,s_TP
49,21de8,/MDCL/Update_0.2.3/DOTUSDT_20220805110939_7de7b,6.0,MDCL,DOTUSDT,709,0.17,0.124,True,True,24.0,0.2% /0.28%/,True,True,32.0,0.2% /0.27%/
264,108ec,/flyingtoaster/1m/test_phase/0.2_mediumrisk/ETCUSDT_20220814082811_1a832,7.0,flyingtoaster,ETCUSDT,929,0.167,0.218,True,True,30.0,0.3% /0.19%/,True,True,40.0,0.28% /0.01%/
455,23a64,/flyingtoaster/1s/0.1.3_1sdata_auenabled_longshort/DOTUSDT_20220820181033_83a53,6.0,flyingtoaster,DOTUSDT,719,0.166,0.0685,True,True,32.0,0.15% /0.19%/,True,True,37.0,0.15% /0.19%/
324,dd6dc,/flyingtoaster/1m/0.1_auenabled_short/EOSUSDT_20220731004348_49308,7.0,flyingtoaster,EOSUSDT,928,0.165,0.079,True,False,25.0,0.2% /0.3%/,True,True,45.0,0.2% /0.29%/
376,5a49c,/flyingtoaster/1s/0.1.2_auenabled_longshort/ADAUSDT_20220805010112_a7190,7.0,flyingtoaster,ADAUSDT,912,0.165,0.0669,True,True,28.0,0.2% /0.3%/,True,True,41.0,0.2% /0.27%/
281,5a49c,/flyingtoaster/1m/0.1.2_auenabled_longshort/ADAUSDT_20220805010112_a7190,7.0,flyingtoaster,ADAUSDT,912,0.165,0.0669,True,True,28.0,0.2% /0.3%/,True,True,41.0,0.2% /0.27%/
32,43c21,/MDCL/Update_0.2.1/FTMUSDT_0.2.1,6.0,MDCL,FTMUSDT,663,0.164,0.113,True,True,37.0,0.3% /0.2%/,True,True,24.0,0.28% /0.16%/
224,cbba8,/flyingtoaster/1m/test_phase/1.9test_phase/ADAUSDT_20220729213838_f8f2b,6.0,flyingtoaster,ADAUSDT,905,0.163,0.13,True,False,28.0,0.28% /0.2%/,True,False,28.0,0.3% /0.17%/
369,b255e,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/SANDUSDT_20220901213214_31214,6.0,flyingtoaster,SANDUSDT,563,0.162,0.131,True,True,40.0,0.3% /0.2%/,True,True,43.0,0.28% /0.17%/
138,d7f63,/flyingtoaster/1m/audisabled/1.7/XMRUSDT_20220726144831_522de,6.0,flyingtoaster,XMRUSDT,902,0.162,0.209,True,False,17.0,0.2% /0.65%/,True,False,24.0,0.83% /0.65%/
396,ed6a2,/flyingtoaster/1s/0.1.2_auenabled_longshort/XTZUSDT_20220807224359_bbacc,7.0,flyingtoaster,XTZUSDT,906,0.162,0.115,True,True,33.0,0.2% /0.29%/,True,True,35.0,0.2% /0.26%/
301,ed6a2,/flyingtoaster/1m/0.1.2_auenabled_longshort/XTZUSDT_20220807224359_bbacc,7.0,flyingtoaster,XTZUSDT,906,0.162,0.115,True,True,33.0,0.2% /0.29%/,True,True,35.0,0.2% /0.26%/
313,03f6e,/flyingtoaster/1m/hardcore_scalp/XMRUSDT_20220811210818_adb85,5.0,flyingtoaster,XMRUSDT,911,0.159,0.174,True,True,10.0,0.3% /0.15%/,True,True,13.0,0.3% /0.06%/
373,c0cc4,/flyingtoaster/1s/0.1.2_auenabled_longshort/TRXUSDT_20220807030728_4dae9,6.0,flyingtoaster,TRXUSDT,928,0.159,0.0819,True,True,25.0,0.2% /0.3%/,True,True,35.0,0.2% /0.27%/
413,34703,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/SOLUSDT_20220822051814_f74f5,7.0,flyingtoaster,SOLUSDT,696,0.159,0.0616,True,True,36.0,0.2% /0.27%/,True,True,56.0,0.2% /0.3%/
278,c0cc4,/flyingtoaster/1m/0.1.2_auenabled_longshort/TRXUSDT_20220807030728_4dae9,6.0,flyingtoaster,TRXUSDT,928,0.159,0.0819,True,True,25.0,0.2% /0.3%/,True,True,35.0,0.2% /0.27%/
47,88185,/MDCL/Update_0.2.3/XRPUSDT_20220805110939_7de7b,6.0,MDCL,XRPUSDT,938,0.157,0.135,True,True,25.0,0.2% /0.28%/,True,True,35.0,0.2% /0.3%/
83,19143,/flyingtoaster/1m/5.7.0/XMRUSDT_20220716051312_e271d,5.0,flyingtoaster,XMRUSDT,888,0.157,0.208,True,False,14.0,0.3% /0.15%/,True,False,11.0,0.3% /0%/
214,6b086,/flyingtoaster/1m/test_phase/tight_02_auenabled/EOSUSDT_20220818034828_7800f,6.0,flyingtoaster,EOSUSDT,937,0.157,0.133,True,True,23.0,0.3% /0.2%/,True,True,15.0,0.3% /0.0%/
116,1881b,/flyingtoaster/1m/5.7.0/DOTUSDT_20220713075744_02a71,5.0,flyingtoaster,DOTUSDT,687,0.156,0.0647,True,False,16.0,0.2% /0.5%/,True,False,33.0,0.63% /0.25%/
332,b64ab,/flyingtoaster/1m/0.1_auenabled_short/ADAUSDT_20220731004348_49308,7.0,flyingtoaster,ADAUSDT,905,0.155,0.0619,True,False,37.0,0.2% /0.2%/,True,True,47.0,0.2% /0.27%/
411,da271,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/DYDXUSDT_20220822051814_f74f5,5.0,flyingtoaster,DYDXUSDT,335,0.154,0.166,True,True,36.0,0.2% /0.29%/,True,True,37.0,0.2% /0.27%/
349,4bf47,/flyingtoaster/1s/testing/0.1.4a_40%grid_1sdata_auenabled_longshort/XTZUSDT_20220830045204_1cd60,7.0,flyingtoaster,XTZUSDT,917,0.153,0.109,True,True,40.0,0.2% /0.15%/,True,True,42.0,0.2% /0.29%/
457,530d2,/flyingtoaster/1s/0.1.3_1sdata_auenabled_longshort/SANDUSDT_20220822010402_5a23d,6.0,flyingtoaster,SANDUSDT,563,0.153,0.126,True,True,37.0,0.15% /0.19%/,True,True,36.0,0.15% /0.19%/
88,eba76,/flyingtoaster/1m/5.7.0/ADAUSDT_20220715083342_969fe,7.0,flyingtoaster,ADAUSDT,891,0.151,0.113,True,False,31.0,0.2% /0.22%/,True,False,51.0,0.69% /0.73%/
267,32f3a,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/CVCUSDT_20220820070908_9d6a9,6.0,flyingtoaster,CVCUSDT,629,0.149,0.167,True,True,30.0,0.15% /0.2%/,True,True,35.0,0.15% /0.2%/
368,7ae69,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/WAVESUSDT_20220831050247_8f999,7.0,flyingtoaster,WAVESUSDT,729,0.148,0.0509,True,True,45.0,0.29% /0.2%/,True,True,59.0,0.29% /0.2%/
46,e603d,/MDCL/Update_0.2.3/ATOMUSDT_20220805110939_7de7b,6.0,MDCL,ATOMUSDT,906,0.147,0.134,True,True,30.0,0.2% /0.3%/,True,True,32.0,0.2% /0.3%/
362,04656,/flyingtoaster/1s/0.1.5_40%grid_1sdata_auenabled_longshort/AVAXUSDT_20220831050247_8f999,7.0,flyingtoaster,AVAXUSDT,687,0.147,0.118,True,True,40.0,0.28% /0.19%/,True,True,48.0,0.3% /0.19%/
275,376a3,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/CTSIUSDT_20220820070908_9d6a9,5.0,flyingtoaster,CTSIUSDT,280,0.146,0.292,True,True,28.0,0.15% /0.19%/,True,True,35.0,0.15% /0.2%/
394,f3df0,/flyingtoaster/1s/0.1.2_auenabled_longshort/EOSUSDT_20220805010112_a7190,7.0,flyingtoaster,EOSUSDT,935,0.146,0.0782,True,True,29.0,0.2% /0.28%/,True,True,45.0,0.2% /0.29%/
299,f3df0,/flyingtoaster/1m/0.1.2_auenabled_longshort/EOSUSDT_20220805010112_a7190,7.0,flyingtoaster,EOSUSDT,935,0.146,0.0782,True,True,29.0,0.2% /0.28%/,True,True,45.0,0.2% /0.29%/
17,ea60f,/MDCL/Default_TP_0.2%_17k_balance_testing/DOTUSDT_20220817045953_116a8,6.0,MDCL,DOTUSDT,711,0.144,0.141,True,True,34.0,0.2% /0.3%/,True,True,25.0,0.2% /0.3%/
420,03828,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/CTSIUSDT_20220822051814_f74f5,5.0,flyingtoaster,CTSIUSDT,289,0.144,0.398,True,True,35.0,0.2% /0.28%/,True,True,35.0,0.2% /0.28%/
442,aa8f9,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/DOTUSDT_20220825174433_b9737,7.0,flyingtoaster,DOTUSDT,719,0.144,0.0889,True,True,49.0,0.2% /0.3%/,True,True,44.0,0.2% /0.29%/
388,5d609,/flyingtoaster/1s/0.1.2_auenabled_longshort/LINKUSDT_20220805010112_a7190,6.0,flyingtoaster,LINKUSDT,926,0.141,0.109,True,True,32.0,0.2% /0.29%/,True,True,35.0,0.2% /0.3%/
293,5d609,/flyingtoaster/1m/0.1.2_auenabled_longshort/LINKUSDT_20220805010112_a7190,6.0,flyingtoaster,LINKUSDT,926,0.141,0.109,True,True,32.0,0.2% /0.29%/,True,True,35.0,0.2% /0.3%/
361,e327f,/flyingtoaster/1s/testing/DOTUSDT_20220824233518_3f5ae,7.0,flyingtoaster,DOTUSDT,719,0.14,0.0961,True,True,40.0,0.3% /0.23%/,True,True,44.0,0.3% /0.27%/
53,81f40,/MDCL/Update_0.2.3/LINKUSDT_20220805110939_7de7b,6.0,MDCL,LINKUSDT,927,0.139,0.0866,True,True,24.0,0.2% /0.3%/,True,True,42.0,0.2% /0.3%/
426,03801,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/EGLDUSDT_20220825174433_b9737,7.0,flyingtoaster,EGLDUSDT,696,0.139,0.0582,True,True,41.0,0.2% /0.3%/,True,True,43.0,0.2% /0.28%/
41,b20c8,/MDCL/Update_0.2.2/ADAUSDT_20220729133412_3d314,7.0,MDCL,ADAUSDT,908,0.138,0.0583,True,True,32.0,0.2% /0.3%/,True,True,38.0,0.2% /0.3%/
333,22df0,/flyingtoaster/1m/0.1_auenabled_short/LINKUSDT_20220731004348_49308,6.0,flyingtoaster,LINKUSDT,919,0.138,0.0929,True,False,29.0,0.2% /0.3%/,True,True,37.0,0.2% /0.28%/
144,2b2f1,/flyingtoaster/1m/audisabled/1.7/LINKUSDT_20220726144831_522de,7.0,flyingtoaster,LINKUSDT,919,0.135,0.134,True,False,37.0,0.2% /1.55%/,True,False,40.0,0.8% /2.14%/
454,f4aca,/flyingtoaster/1s/0.1.3_1sdata_auenabled_longshort/CTSIUSDT_20220822010402_5a23d,5.0,flyingtoaster,CTSIUSDT,289,0.133,0.355,True,True,37.0,0.15% /0.2%/,True,True,35.0,0.15% /0.2%/
266,e1ae1,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/WAVESUSDT_20220820070908_9d6a9,6.0,flyingtoaster,WAVESUSDT,720,0.133,0.0892,True,True,29.0,0.15% /0.2%/,True,True,50.0,0.15% /0.2%/
18,97ec9,/MDCL/Default_TP_0.2%_17k_balance_testing/AVAXUSDT_20220817045953_116a8,6.0,MDCL,AVAXUSDT,683,0.131,0.14,True,True,34.0,0.2% /0.3%/,True,True,31.0,0.2% /0.3%/
258,7bdf3,/flyingtoaster/1m/test_phase/0.2_mediumrisk/LINKUSDT_20220814082811_1a832,7.0,flyingtoaster,LINKUSDT,928,0.129,0.12,True,True,44.0,0.29% /0.19%/,True,True,32.0,0.27% /0.19%/
391,1ff66,/flyingtoaster/1s/0.1.2_auenabled_longshort/WAVESUSDT_20220805010112_a7190,6.0,flyingtoaster,WAVESUSDT,718,0.129,0.0706,True,True,29.0,0.2% /0.3%/,True,True,49.0,0.2% /0.3%/
296,1ff66,/flyingtoaster/1m/0.1.2_auenabled_longshort/WAVESUSDT_20220805010112_a7190,6.0,flyingtoaster,WAVESUSDT,718,0.129,0.0706,True,True,29.0,0.2% /0.3%/,True,True,49.0,0.2% /0.3%/
268,964f2,/flyingtoaster/1m/test_phase/0.1.3_auenabled_longshort/EOSUSDT_20220820070908_9d6a9,7.0,flyingtoaster,EOSUSDT,937,0.129,0.0683,True,True,27.0,0.15% /0.17%/,True,True,46.0,0.15% /0.19%/
343,293e8,/flyingtoaster/1s/testing/0.1.4a_40%grid_1sdata_auenabled_longshort/FTMUSDT_20220830115823_79aae,7.0,flyingtoaster,FTMUSDT,686,0.127,0.0765,True,True,43.0,0.2% /0.18%/,True,True,40.0,0.2% /0.03%/
415,561e3,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/ETCUSDT_20220822051814_f74f5,7.0,flyingtoaster,ETCUSDT,938,0.127,0.0422,True,True,37.0,0.2% /0.27%/,True,True,48.0,0.2% /0.28%/
48,538c8,/MDCL/Update_0.2.3/ADAUSDT_20220805110939_7de7b,6.0,MDCL,ADAUSDT,913,0.127,0.0599,True,True,27.0,0.2% /0.28%/,True,True,32.0,0.2% /0.3%/
399,19b99,/flyingtoaster/1s/0.1.2_auenabled_longshort/XMRUSDT_20220805010112_a7190,6.0,flyingtoaster,XMRUSDT,909,0.126,0.115,True,True,25.0,0.2% /0.29%/,True,True,35.0,0.2% /0.28%/
446,85cac,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/XLMUSDT_20220825174433_b9737,7.0,flyingtoaster,XLMUSDT,934,0.126,0.105,True,True,42.0,0.2% /0.11%/,True,True,41.0,0.2% /0.27%/
304,19b99,/flyingtoaster/1m/0.1.2_auenabled_longshort/XMRUSDT_20220805010112_a7190,6.0,flyingtoaster,XMRUSDT,909,0.126,0.115,True,True,25.0,0.2% /0.29%/,True,True,35.0,0.2% /0.28%/
418,bb40c,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/LINKUSDT_20220822051814_f74f5,7.0,flyingtoaster,LINKUSDT,937,0.122,0.0963,True,True,35.0,0.2% /0.29%/,True,True,35.0,0.2% /0.29%/
423,b9d0d,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/XLMUSDT_20220822051814_f74f5,5.0,flyingtoaster,XLMUSDT,934,0.122,-0.493,True,True,12.0,0.3% /0.17%/,True,True,16.0,0.3% /0.2%/
331,66ba9,/flyingtoaster/1m/0.1_auenabled_short/XMRUSDT_20220731004348_49308,6.0,flyingtoaster,XMRUSDT,902,0.121,0.105,True,False,25.0,0.2% /0.3%/,True,True,35.0,0.2% /0.3%/
346,b4024,/flyingtoaster/1s/testing/0.1.4a_40%grid_1sdata_auenabled_longshort/IOTAUSDT_20220829172645_3c600,7.0,flyingtoaster,IOTAUSDT,911,0.121,0.119,True,True,45.0,0.2% /0.18%/,True,True,40.0,0.2% /0.29%/
178,ddd14,/flyingtoaster/1m/audisabled/1.4/XMRUSDT_20220721074803_ad155,5.0,flyingtoaster,XMRUSDT,888,0.119,0.228,True,False,15.0,0.2% /0.19%/,True,False,15.0,0.38% /1.42%/
451,b745e,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/AVAXUSDT_20220825174433_b9737,7.0,flyingtoaster,AVAXUSDT,687,0.117,0.147,True,True,47.0,0.2% /0.3%/,True,True,49.0,0.2% /0.3%/
424,14f16,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/XRPUSDT_20220822051814_f74f5,7.0,flyingtoaster,XRPUSDT,948,0.117,0.0565,True,True,36.0,0.2% /0.29%/,True,True,52.0,0.2% /0.29%/
444,2b8a6,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/ATOMUSDT_20220825174433_b9737,7.0,flyingtoaster,ATOMUSDT,916,0.116,0.126,True,True,37.0,0.2% /0.28%/,True,True,36.0,0.2% /0.29%/
439,20c08,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/EOSUSDT_20220825174433_b9737,7.0,flyingtoaster,EOSUSDT,946,0.116,0.0887,True,True,47.0,0.2% /0.28%/,True,True,45.0,0.2% /0.3%/
43,b6ce2,/MDCL/Update_0.2.2/ADAUSDT_20220731135249_d0915,6.0,MDCL,ADAUSDT,908,0.116,0.0272,True,True,26.0,0.2% /0.29%/,True,True,42.0,0.2% /0.26%/
447,87277,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/ADAUSDT_20220825174433_b9737,7.0,flyingtoaster,ADAUSDT,923,0.115,0.0594,True,True,47.0,0.2% /0.27%/,True,True,47.0,0.2% /0.3%/
16,bfdaa,/MDCL/Default_TP_0.2%_17k_balance_testing/ADAUSDT_20220817045953_116a8,6.0,MDCL,ADAUSDT,915,0.112,0.0959,True,True,32.0,0.2% /0.3%/,True,True,27.0,0.2% /0.3%/
13,3045e,/MDCL/Default_TP_0.2%_17k_balance_testing/XRPUSDT_20220817045953_116a8,6.0,MDCL,XRPUSDT,939,0.11,0.063,True,True,25.0,0.2% /0.3%/,True,True,34.0,0.2% /0.3%/
452,c59ec,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/ETCUSDT_20220825174433_b9737,8.0,flyingtoaster,ETCUSDT,938,0.11,0.163,True,True,40.0,0.2% /0.29%/,True,True,57.0,0.2% /0.3%/
347,2bb84,/flyingtoaster/1s/testing/0.1.4a_40%grid_1sdata_auenabled_longshort/DGBUSDT_20220830183048_cca9f,6.0,flyingtoaster,DGBUSDT,471,0.109,0.235,True,True,41.0,0.2% /0.2%/,True,True,41.0,0.2% /0.3%/
435,ea04c,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/XRPUSDT_20220825174433_b9737,7.0,flyingtoaster,XRPUSDT,948,0.109,0.0539,True,True,40.0,0.2% /0.29%/,True,True,51.0,0.2% /0.3%/
259,aa8d5,/flyingtoaster/1m/test_phase/0.2_mediumrisk/XMRUSDT_20220814082811_1a832,6.0,flyingtoaster,XMRUSDT,911,0.108,0.132,True,True,26.0,0.3% /0.07%/,True,True,30.0,0.28% /0.17%/
432,bd6ab,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/IOTAUSDT_20220828223811_51f4f,7.0,flyingtoaster,IOTAUSDT,911,0.107,0.136,True,True,40.0,0.2% /0.2%/,True,True,44.0,0.2% /0.3%/
381,6fe41,/flyingtoaster/1s/0.1.2_auenabled_longshort/BNBUSDT_20220807030728_4dae9,7.0,flyingtoaster,BNBUSDT,902,0.103,0.0382,True,True,37.0,0.2% /0.26%/,True,True,35.0,0.2% /0.3%/
286,6fe41,/flyingtoaster/1m/0.1.2_auenabled_longshort/BNBUSDT_20220807030728_4dae9,7.0,flyingtoaster,BNBUSDT,902,0.103,0.0382,True,True,37.0,0.2% /0.26%/,True,True,35.0,0.2% /0.3%/
12,a6e0f,/MDCL/Default_TP_0.2%_17k_balance_testing/VETUSDT_20220817045953_116a8,6.0,MDCL,VETUSDT,907,0.0976,0.114,True,True,34.0,0.2% /0.3%/,True,True,25.0,0.2% /0.3%/
453,23c59,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/TRXUSDT_20220825174433_b9737,7.0,flyingtoaster,TRXUSDT,939,0.0969,0.0809,True,True,44.0,0.2% /0.3%/,True,True,40.0,0.2% /0.3%/
15,73e94,/MDCL/Default_TP_0.2%_17k_balance_testing/FTMUSDT_20220817045953_116a8,5.0,MDCL,FTMUSDT,678,0.0953,0.117,True,True,27.0,0.2% /0.3%/,True,True,26.0,0.2% /0.3%/
111,2efc1,/flyingtoaster/1m/5.7.0/EOSUSDT_20220719121510_7aed7,5.0,flyingtoaster,EOSUSDT,914,0.0949,0.159,True,False,14.0,0.2% /0.03%/,True,False,17.0,0.24% /0%/
434,0b164,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/XMRUSDT_20220825174433_b9737,7.0,flyingtoaster,XMRUSDT,920,0.0932,0.103,True,True,49.0,0.2% /0.29%/,True,True,45.0,0.2% /0.23%/
414,2b25f,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/XMRUSDT_20220822051814_f74f5,7.0,flyingtoaster,XMRUSDT,920,0.0875,0.0996,True,True,46.0,0.2% /0.25%/,True,True,35.0,0.2% /0.29%/
14,f8ead,/MDCL/Default_TP_0.2%_17k_balance_testing/LINKUSDT_20220817045953_116a8,6.0,MDCL,LINKUSDT,928,0.087,0.118,True,True,34.0,0.2% /0.3%/,True,True,26.0,0.2% /0.3%/
437,ab122,/flyingtoaster/1s/0.1.4_40%grid_1sdata_auenabled_longshort/LINKUSDT_20220825174433_b9737,7.0,flyingtoaster,LINKUSDT,937,0.0843,0.0996,True,True,44.0,0.2% /0.29%/,True,True,41.0,0.2% /0.3%/
348,190e0,/flyingtoaster/1s/testing/0.1.4a_40%grid_1sdata_auenabled_longshort/ONEUSDT_20220830183048_cca9f,6.0,flyingtoaster,ONEUSDT,509,0.0836,0.215,True,True,29.0,0.2% /0.17%/,True,True,44.0,0.2% /0.2%/
405,394f6,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/ADAUSDT_20220822051814_f74f5,7.0,flyingtoaster,ADAUSDT,923,0.083,0.0806,True,True,36.0,0.2% /0.27%/,True,True,37.0,0.2% /0.28%/
404,94fb6,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/EOSUSDT_20220822051814_f74f5,7.0,flyingtoaster,EOSUSDT,946,0.0813,0.0646,True,True,35.0,0.2% /0.3%/,True,True,45.0,0.2% /0.3%/
410,75589,/flyingtoaster/1s/0.1.2_1sdata_auenabled_longshort/WAVESUSDT_20220822051814_f74f5,7.0,flyingtoaster,WAVESUSDT,729,0.0778,0.0526,True,True,38.0,0.2% /0.3%/,True,True,52.0,0.2% /0.3%/
338,3074c,/flyingtoaster/1s/testing/WAVESUSDT_20220825065640_d2d9a,7.0,flyingtoaster,WAVESUSDT,729,0.069,0.0478,True,True,40.0,0.3% /0.26%/,True,True,59.0,0.3% /0.29%/
345,b74e1,/flyingtoaster/1s/testing/0.1.4a_40%grid_1sdata_auenabled_longshort/NEOUSDT_20220829172645_3c600,7.0,flyingtoaster,NEOUSDT,906,0.0587,0.127,True,True,44.0,0.2% /0.19%/,True,True,40.0,0.2% /0.26%/
