,uid,info,stars,categ,bt_coin,bt_days,bt_l_adg,bt_s_adg,long,l_AU,l_gspan,l_TP,short,s_AU,s_gspan,s_TP
70,e9a14,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/EOSUSDT_20220726144831_522de#e9a14),4.0,flyingtoaster,EOSUSDT,928,0.176,0.214,True,False,21.0,0.2% /2.2%/,True,False,18.0,0.97% /0.88%/
46,dd6dc,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/EOSUSDT_20220731004348_49308#dd6dc),5.0,flyingtoaster,EOSUSDT,928,0.165,0.079,True,False,25.0,0.2% /0.3%/,True,True,45.0,0.2% /0.29%/
76,e251b,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/ETCUSDT_20220726144831_522de#e251b),5.0,flyingtoaster,ETCUSDT,920,0.235,0.159,True,False,29.0,0.2% /1.61%/,True,False,39.0,0.85% /0.54%/
58,03a8f,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/ETCUSDT_20220731004348_49308#03a8f),5.0,flyingtoaster,ETCUSDT,920,0.221,0.239,True,False,29.0,0.2% /0.26%/,True,False,43.0,0.2% /0.24%/
97,7d4b9,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/ETCUSDT_20220723093109_e541e#7d4b9),5.0,flyingtoaster,ETCUSDT,918,0.205,0.115,True,False,31.0,0.2% /1.01%/,True,False,36.0,0.75% /0.13%/
30,6c68f,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.3/FTMUSDT_20220805024243_57f60#6c68f),4.0,MDCL,FTMUSDT,676,0.189,0.116,True,True,24.0,0.2% /0.14%/,True,True,35.0,0.2% /0.3%/
23,43c21,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.1/FTMUSDT_0.2.1#43c21),4.0,MDCL,FTMUSDT,663,0.164,0.113,True,True,37.0,0.3% /0.2%/,True,True,24.0,0.28% /0.16%/
77,d4d2b,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/GMTUSDT_20220726144831_522de#d4d2b),4.0,flyingtoaster,GMTUSDT,131,0.777,0.716,True,False,16.0,0.2% /0.98%/,True,False,2.0,0.78% /0%/
86,8d407,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/GMTUSDT_20220723093109_e541e#8d407),5.0,flyingtoaster,GMTUSDT,129,0.768,0.849,True,False,17.0,0.2% /0.32%/,True,False,26.0,0.45% /0.37%/
49,56ed4,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/GMTUSDT_20220731004348_49308#56ed4),5.0,flyingtoaster,GMTUSDT,131,0.618,0.671,True,False,25.0,0.2% /0.28%/,True,True,37.0,0.2% /0.26%/
2,dfd5b,[dir](https://github.com/tedyptedto/pbos/blob/main//dotcom87/v0.1/GRTUSDT_20220730064655_4661b#dfd5b),3.0,dotcom87,GRTUSDT,586,0.329,0.296,True,True,16.0,0.2% /0.24%/,True,True,21.0,0.2% /0.29%/
9,75844,[dir](https://github.com/tedyptedto/pbos/blob/main//dotcom87/v0.1/HBARUSDT_20220730064655_4661b#75844),4.0,dotcom87,HBARUSDT,498,0.382,0.534,True,True,15.0,0.2% /0.23%/,True,True,25.0,0.2% /0.3%/
64,c9d35,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/HNTUSDT_20220726144831_522de#c9d35),5.0,flyingtoaster,HNTUSDT,664,0.625,0.245,True,False,14.0,0.2% /0.82%/,True,False,57.0,0.9% /2.96%/
89,fafe9,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/HNTUSDT_20220723093109_e541e#fafe9),5.0,flyingtoaster,HNTUSDT,662,0.543,0.201,True,False,15.0,0.2% /1.93%/,True,False,56.0,0.87% /2.94%/
57,dc847,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/HNTUSDT_20220731004348_49308#dc847),5.0,flyingtoaster,HNTUSDT,664,0.336,0.146,True,False,29.0,0.2% /0.3%/,True,True,45.0,0.2% /0.3%/
93,d4284,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/LINKUSDT_20220723093109_e541e#d4284),4.0,flyingtoaster,LINKUSDT,917,0.211,0.183,True,False,16.0,0.2% /0.37%/,True,False,24.0,0.53% /1.56%/
21,7901a,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.1/LINKUSDT_0.2.1#7901a),4.0,MDCL,LINKUSDT,914,0.186,0.114,True,True,23.0,0.3% /0.18%/,True,True,24.0,0.29% /0.2%/
39,81f40,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.3/LINKUSDT_20220805110939_7de7b#81f40),4.0,MDCL,LINKUSDT,927,0.139,0.0866,True,True,24.0,0.2% /0.3%/,True,True,42.0,0.2% /0.3%/
60,22df0,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/LINKUSDT_20220731004348_49308#22df0),5.0,flyingtoaster,LINKUSDT,919,0.138,0.0929,True,False,29.0,0.2% /0.3%/,True,True,37.0,0.2% /0.28%/
79,2b2f1,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/LINKUSDT_20220726144831_522de#2b2f1),5.0,flyingtoaster,LINKUSDT,919,0.135,0.134,True,False,37.0,0.2% /1.55%/,True,False,40.0,0.8% /2.14%/
69,c8424,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/MANAUSDT_20220726144831_522de#c8424),4.0,flyingtoaster,MANAUSDT,496,0.329,0.451,True,False,37.0,0.2% /2.25%/,True,False,15.0,0.96% /0.32%/
52,81711,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/MANAUSDT_20220731004348_49308#81711),5.0,flyingtoaster,MANAUSDT,496,0.306,0.237,True,False,38.0,0.2% /0.29%/,True,True,36.0,0.2% /0.27%/
33,d6dcb,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.3/MANAUSDT_20220803130558_ff753#d6dcb),4.0,MDCL,MANAUSDT,504,0.276,0.233,True,True,22.0,0.2% /0.29%/,True,True,33.0,0.2% /0.3%/
92,b3738,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/MANAUSDT_20220723093109_e541e#b3738),3.0,flyingtoaster,MANAUSDT,494,0.275,0.404,True,False,14.0,0.2% /0.27%/,True,False,33.0,0.98% /1.8%/
19,d2692,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.1/MANAUSDT_0.2.1#d2692),3.0,MDCL,MANAUSDT,491,0.249,0.229,True,True,23.0,0.29% /0.15%/,True,True,20.0,0.28% /0.19%/
66,8a161,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/MATICUSDT_20220726144831_522de#8a161),5.0,flyingtoaster,MATICUSDT,640,0.448,0.187,True,False,24.0,0.2% /2.03%/,True,False,49.0,0.82% /2.48%/
98,963d8,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/MATICUSDT_20220723093109_e541e#963d8),5.0,flyingtoaster,MATICUSDT,638,0.376,0.212,True,False,29.0,0.2% /2.97%/,True,False,46.0,0.74% /2.66%/
62,af86d,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/MATICUSDT_20220731004348_49308#af86d),5.0,flyingtoaster,MATICUSDT,640,0.373,0.131,True,False,31.0,0.2% /0.26%/,True,True,35.0,0.2% /0.0%/
14,a0c33,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.1/MATICUSDT_0.1#a0c33),4.0,MDCL,MATICUSDT,627,0.353,0.103,True,False,15.0,0.44% /0.19%/,True,True,52.0,0.49% /0.18%/
45,78000,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2/MATICUSDT_0.2#78000),4.0,MDCL,MATICUSDT,635,0.337,0.0931,True,True,24.0,0.3% /0.18%/,True,True,46.0,0.28% /0.19%/
41,89eb3,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.2/MATICUSDT_20220731135249_d0915#89eb3),4.0,MDCL,MATICUSDT,643,0.335,0.105,True,True,25.0,0.2% /0.25%/,True,True,42.0,0.2% /0.28%/
43,14088,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.2/MATICUSDT_20220729133412_3d314#14088),4.0,MDCL,MATICUSDT,643,0.334,0.109,True,True,25.0,0.2% /0.3%/,True,True,35.0,0.2% /0.3%/
40,43e29,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.3/MATICUSDT_20220802215702_c3523#43e29),4.0,MDCL,MATICUSDT,648,0.332,0.109,True,True,23.0,0.2% /0.29%/,True,True,33.0,0.2% /0.3%/
22,b1d92,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.1/MATICUSDT_0.2.1#b1d92),4.0,MDCL,MATICUSDT,635,0.325,0.176,True,True,24.0,0.28% /0.2%/,True,True,24.0,0.3% /0.19%/
95,5e932,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/NEARUSDT_20220723093109_e541e#5e932),4.0,flyingtoaster,NEARUSDT,645,0.443,0.242,True,False,15.0,0.2% /1.22%/,True,False,34.0,0.97% /2.73%/
68,5986e,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/NEARUSDT_20220726144831_522de#5986e),4.0,flyingtoaster,NEARUSDT,647,0.32,0.261,True,False,16.0,0.2% /0.43%/,True,False,36.0,0.96% /2.97%/
61,cf6c0,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/NEARUSDT_20220731004348_49308#cf6c0),4.0,flyingtoaster,NEARUSDT,647,0.262,0.198,True,False,28.0,0.2% /0.29%/,True,True,36.0,0.2% /0.3%/
6,9ffed,[dir](https://github.com/tedyptedto/pbos/blob/main//dotcom87/v0.1/ONEUSDT_20220730064655_4661b#9ffed),3.0,dotcom87,ONEUSDT,497,0.27,0.362,True,True,16.0,0.2% /0.12%/,True,True,26.0,0.2% /0.28%/
7,9b0b2,[dir](https://github.com/tedyptedto/pbos/blob/main//dotcom87/v0.1/RSRUSDT_20220730064655_4661b#9b0b2),3.0,dotcom87,RSRUSDT,647,0.38,0.207,True,True,16.0,0.2% /0.3%/,True,True,20.0,0.2% /0.3%/
53,dfc6a,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/SANDUSDT_20220731004348_49308#dfc6a),5.0,flyingtoaster,SANDUSDT,545,0.417,0.161,True,False,32.0,0.2% /0.23%/,True,True,40.0,0.2% /0.0%/
88,1bcb7,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/SANDUSDT_20220723093109_e541e#1bcb7),5.0,flyingtoaster,SANDUSDT,543,0.417,0.223,True,False,38.0,0.2% /2.86%/,True,False,36.0,0.96% /0.79%/
31,ee751,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.3/SANDUSDT_20220804003736_fef8f#ee751),4.0,MDCL,SANDUSDT,553,0.371,0.168,True,True,29.0,0.2% /0.3%/,True,True,34.0,0.2% /0.3%/
24,fee62,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.1/SANDUSDT_0.2.1#fee62),4.0,MDCL,SANDUSDT,540,0.36,0.195,True,True,31.0,0.28% /0.2%/,True,True,34.0,0.29% /0.17%/
81,7d563,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/SANDUSDT_20220726063439_d6df6#7d563),4.0,flyingtoaster,SANDUSDT,545,0.258,0.231,True,False,33.0,0.2% /1.64%/,True,False,33.0,0.87% /1.66%/
8,ca3cf,[dir](https://github.com/tedyptedto/pbos/blob/main//dotcom87/v0.1/SKLUSDT_20220730064655_4661b#ca3cf),3.0,dotcom87,SKLUSDT,597,0.24,0.303,True,True,15.0,0.2% /0.24%/,True,True,23.0,0.2% /0.28%/
80,ae67f,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/SOLUSDT_20220726144831_522de#ae67f),4.0,flyingtoaster,SOLUSDT,678,0.422,0.176,True,False,16.0,0.2% /1.39%/,True,False,45.0,0.82% /2.65%/
37,c120f,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.3/SOLUSDT_20220805110939_7de7b#c120f),5.0,MDCL,SOLUSDT,686,0.357,0.138,True,True,26.0,0.2% /0.24%/,True,True,49.0,0.2% /0.3%/
15,f6a08,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.1/SOLUSDT_0.1#f6a08),5.0,MDCL,SOLUSDT,665,0.299,0.111,True,True,30.0,0.29% /0.19%/,True,True,57.0,0.29% /0.2%/
27,5e6fd,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.1/SOLUSDT_0.2.1#5e6fd),5.0,MDCL,SOLUSDT,673,0.273,0.146,True,True,34.0,0.3% /0.2%/,True,True,49.0,0.29% /0.2%/
96,5457c,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/SOLUSDT_20220723093109_e541e#5457c),5.0,flyingtoaster,SOLUSDT,676,0.272,0.144,True,False,27.0,0.2% /2.15%/,True,False,57.0,0.83% /2.95%/
63,d0046,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/SOLUSDT_20220731004348_49308#d0046),5.0,flyingtoaster,SOLUSDT,678,0.22,0.135,True,False,30.0,0.2% /0.27%/,True,True,42.0,0.2% /0.26%/
1,e9b2c,[dir](https://github.com/tedyptedto/pbos/blob/main//dotcom87/v0.1/SXPUSDT_20220730064655_4661b#e9b2c),5.0,dotcom87,SXPUSDT,737,0.227,0.23,True,True,40.0,0.2% /0.3%/,True,True,26.0,0.2% /0.28%/
35,000bb,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.3/VETUSDT_20220805110939_7de7b#000bb),5.0,MDCL,VETUSDT,899,0.209,0.0825,True,True,27.0,0.2% /0.29%/,True,True,38.0,0.2% /0.23%/
18,8c857,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.1/VETUSDT_0.2.1#8c857),4.0,MDCL,VETUSDT,886,0.19,0.189,True,True,27.0,0.29% /0.18%/,True,True,23.0,0.3% /0%/
73,c7713,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/XLMUSDT_20220726144831_522de#c7713),5.0,flyingtoaster,XLMUSDT,916,0.201,0.183,True,False,35.0,0.2% /1.99%/,True,False,33.0,0.98% /1.29%/
54,1351e,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/0.1_auenabled_short/XLMUSDT_20220731004348_49308#1351e),5.0,flyingtoaster,XLMUSDT,916,0.183,0.106,True,False,36.0,0.2% /0.3%/,True,True,44.0,0.2% /0.3%/
82,81145,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/XLMUSDT_20220723093109_e541e#81145),5.0,flyingtoaster,XLMUSDT,914,0.183,0.133,True,False,32.0,0.2% /1.8%/,True,False,36.0,0.48% /0.67%/
85,a3593,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/XMRUSDT_20220723093109_e541e#a3593),3.0,flyingtoaster,XMRUSDT,900,0.217,0.197,True,False,16.0,0.2% /0.47%/,True,False,18.0,0.28% /1.78%/
65,d7f63,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/XMRUSDT_20220726144831_522de#d7f63),3.0,flyingtoaster,XMRUSDT,902,0.162,0.209,True,False,17.0,0.2% /0.65%/,True,False,24.0,0.83% /0.65%/
83,af59b,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.5/XRPUSDT_20220723093109_e541e#af59b),4.0,flyingtoaster,XRPUSDT,928,0.284,0.224,True,False,25.0,0.2% /2.16%/,True,False,24.0,0.4% /2.77%/
75,d52e0,[dir](https://github.com/tedyptedto/pbos/blob/main//flyingtoaster/audisabled/1.7/XRPUSDT_20220726144831_522de#d52e0),4.0,flyingtoaster,XRPUSDT,930,0.251,0.199,True,False,25.0,0.2% /2.2%/,True,False,27.0,0.93% /1.95%/
38,88185,[dir](https://github.com/tedyptedto/pbos/blob/main//MDCL/Update_0.2.3/XRPUSDT_20220805110939_7de7b#88185),4.0,MDCL,XRPUSDT,938,0.157,0.135,True,True,25.0,0.2% /0.28%/,True,True,35.0,0.2% /0.3%/
