,uid,info,stars,categ,bt_coin,bt_days,bt_l_adg,bt_s_adg,long,l_AU,l_gspan,l_TP,short,s_AU,s_gspan,s_TP
23,7eb33,/MDCL/Update_0.2.3/AVAXUSDT_20220804100658_3ac1e,5.0,MDCL,AVAXUSDT,677,0.225,0.154,True,True,28.0,0.2% /0.27%/,True,True,48.0,0.2% /0.3%/
31,000bb,/MDCL/Update_0.2.3/VETUSDT_20220805110939_7de7b,4.0,MDCL,VETUSDT,899,0.209,0.0825,True,True,27.0,0.2% /0.29%/,True,True,38.0,0.2% /0.23%/
40,9c8aa,/MDCL/Default_TP_0.2%_17k_balance_testing/MATICUSDT_20220817045953_116a8,4.0,MDCL,MATICUSDT,649,0.194,0.0895,True,True,25.0,0.2% /0.3%/,True,True,36.0,0.2% /0.3%/
16,8c857,/MDCL/Update_0.2.1/VETUSDT_0.2.1,4.0,MDCL,VETUSDT,886,0.19,0.189,True,True,27.0,0.29% /0.18%/,True,True,23.0,0.3% /0%/
25,6c68f,/MDCL/Update_0.2.3/FTMUSDT_20220805024243_57f60,4.0,MDCL,FTMUSDT,676,0.189,0.116,True,True,24.0,0.2% /0.14%/,True,True,35.0,0.2% /0.3%/
39,6f1ed,/MDCL/Default_TP_0.2%_17k_balance_testing/MANAUSDT_20220817045953_116a8,3.0,MDCL,MANAUSDT,507,0.187,0.136,True,True,27.0,0.2% /0.3%/,True,True,25.0,0.2% /0.3%/
11,7901a,/MDCL/Update_0.2.1/LINKUSDT_0.2.1,4.0,MDCL,LINKUSDT,914,0.186,0.114,True,True,23.0,0.3% /0.18%/,True,True,24.0,0.29% /0.2%/
7,69b76,/MDCL/Update_0.2.1/ATOMUSDT_0.2.1,4.0,MDCL,ATOMUSDT,893,0.177,0.161,True,True,23.0,0.28% /0.18%/,True,True,26.0,0.28% /0.19%/
24,21de8,/MDCL/Update_0.2.3/DOTUSDT_20220805110939_7de7b,4.0,MDCL,DOTUSDT,709,0.17,0.124,True,True,24.0,0.2% /0.28%/,True,True,32.0,0.2% /0.27%/
10,43c21,/MDCL/Update_0.2.1/FTMUSDT_0.2.1,4.0,MDCL,FTMUSDT,663,0.164,0.113,True,True,37.0,0.3% /0.2%/,True,True,24.0,0.28% /0.16%/
32,88185,/MDCL/Update_0.2.3/XRPUSDT_20220805110939_7de7b,4.0,MDCL,XRPUSDT,938,0.157,0.135,True,True,25.0,0.2% /0.28%/,True,True,35.0,0.2% /0.3%/
22,e603d,/MDCL/Update_0.2.3/ATOMUSDT_20220805110939_7de7b,4.0,MDCL,ATOMUSDT,906,0.147,0.134,True,True,30.0,0.2% /0.3%/,True,True,32.0,0.2% /0.3%/
36,ea60f,/MDCL/Default_TP_0.2%_17k_balance_testing/DOTUSDT_20220817045953_116a8,4.0,MDCL,DOTUSDT,711,0.144,0.141,True,True,34.0,0.2% /0.3%/,True,True,25.0,0.2% /0.3%/
26,81f40,/MDCL/Update_0.2.3/LINKUSDT_20220805110939_7de7b,4.0,MDCL,LINKUSDT,927,0.139,0.0866,True,True,24.0,0.2% /0.3%/,True,True,42.0,0.2% /0.3%/
17,b20c8,/MDCL/Update_0.2.2/ADAUSDT_20220729133412_3d314,5.0,MDCL,ADAUSDT,908,0.138,0.0583,True,True,32.0,0.2% /0.3%/,True,True,38.0,0.2% /0.3%/
35,97ec9,/MDCL/Default_TP_0.2%_17k_balance_testing/AVAXUSDT_20220817045953_116a8,4.0,MDCL,AVAXUSDT,683,0.131,0.14,True,True,34.0,0.2% /0.3%/,True,True,31.0,0.2% /0.3%/
21,538c8,/MDCL/Update_0.2.3/ADAUSDT_20220805110939_7de7b,4.0,MDCL,ADAUSDT,913,0.127,0.0599,True,True,27.0,0.2% /0.28%/,True,True,32.0,0.2% /0.3%/
18,b6ce2,/MDCL/Update_0.2.2/ADAUSDT_20220731135249_d0915,4.0,MDCL,ADAUSDT,908,0.116,0.0272,True,True,26.0,0.2% /0.29%/,True,True,42.0,0.2% /0.26%/
34,bfdaa,/MDCL/Default_TP_0.2%_17k_balance_testing/ADAUSDT_20220817045953_116a8,4.0,MDCL,ADAUSDT,915,0.112,0.0959,True,True,32.0,0.2% /0.3%/,True,True,27.0,0.2% /0.3%/
44,3045e,/MDCL/Default_TP_0.2%_17k_balance_testing/XRPUSDT_20220817045953_116a8,4.0,MDCL,XRPUSDT,939,0.11,0.063,True,True,25.0,0.2% /0.3%/,True,True,34.0,0.2% /0.3%/
43,a6e0f,/MDCL/Default_TP_0.2%_17k_balance_testing/VETUSDT_20220817045953_116a8,4.0,MDCL,VETUSDT,907,0.0976,0.114,True,True,34.0,0.2% /0.3%/,True,True,25.0,0.2% /0.3%/
37,73e94,/MDCL/Default_TP_0.2%_17k_balance_testing/FTMUSDT_20220817045953_116a8,3.0,MDCL,FTMUSDT,678,0.0953,0.117,True,True,27.0,0.2% /0.3%/,True,True,26.0,0.2% /0.3%/
38,f8ead,/MDCL/Default_TP_0.2%_17k_balance_testing/LINKUSDT_20220817045953_116a8,4.0,MDCL,LINKUSDT,928,0.087,0.118,True,True,34.0,0.2% /0.3%/,True,True,26.0,0.2% /0.3%/
52,75844,/dotcom87/v0.1/HBARUSDT_20220730064655_4661b,4.0,dotcom87,HBARUSDT,498,0.382,0.534,True,True,15.0,0.2% /0.23%/,True,True,25.0,0.2% /0.3%/
54,9b0b2,/dotcom87/v0.1/RSRUSDT_20220730064655_4661b,3.0,dotcom87,RSRUSDT,647,0.38,0.207,True,True,16.0,0.2% /0.3%/,True,True,20.0,0.2% /0.3%/
48,f0303,/dotcom87/v0.1/CHZUSDT_20220730064655_4661b,4.0,dotcom87,CHZUSDT,553,0.35,0.226,True,True,33.0,0.2% /0.28%/,True,True,27.0,0.2% /0.27%/
51,dfd5b,/dotcom87/v0.1/GRTUSDT_20220730064655_4661b,3.0,dotcom87,GRTUSDT,586,0.329,0.296,True,True,16.0,0.2% /0.24%/,True,True,21.0,0.2% /0.29%/
46,838c9,/dotcom87/v0.1/CELRUSDT_20220730064655_4661b,3.0,dotcom87,CELRUSDT,486,0.294,0.24,True,True,20.0,0.2% /0.27%/,True,True,20.0,0.2% /0.29%/
49,12805,/dotcom87/v0.1/DENTUSDT_20220730064655_4661b,3.0,dotcom87,DENTUSDT,491,0.27,0.214,True,True,18.0,0.2% /0.29%/,True,True,37.0,0.2% /0.3%/
53,9ffed,/dotcom87/v0.1/ONEUSDT_20220730064655_4661b,3.0,dotcom87,ONEUSDT,497,0.27,0.362,True,True,16.0,0.2% /0.12%/,True,True,26.0,0.2% /0.28%/
47,68838,/dotcom87/v0.1/CHRUSDT_20220730064655_4661b,3.0,dotcom87,CHRUSDT,503,0.268,0.255,True,True,22.0,0.2% /0.3%/,True,True,23.0,0.2% /0.3%/
50,9fac7,/dotcom87/v0.1/ENJUSDT_20220730064655_4661b,3.0,dotcom87,ENJUSDT,667,0.261,0.2,True,False,16.0,0.2% /0.28%/,True,True,26.0,0.2% /0.24%/
55,ca3cf,/dotcom87/v0.1/SKLUSDT_20220730064655_4661b,3.0,dotcom87,SKLUSDT,597,0.24,0.303,True,True,15.0,0.2% /0.24%/,True,True,23.0,0.2% /0.28%/
45,52baf,/dotcom87/v0.1/1INCHUSDT_20220730064655_4661b,3.0,dotcom87,1INCHUSDT,580,0.239,0.233,True,True,17.0,0.2% /0.27%/,True,True,21.0,0.2% /0.25%/
56,e9b2c,/dotcom87/v0.1/SXPUSDT_20220730064655_4661b,5.0,dotcom87,SXPUSDT,737,0.227,0.23,True,True,40.0,0.2% /0.3%/,True,True,26.0,0.2% /0.28%/
128,8e00c,/flyingtoaster/0.1.2_auenabled_longshort/OPUSDT_20220807224359_bbacc,6.0,flyingtoaster,OPUSDT,60,0.828,0.884,True,True,25.0,0.2% /0.3%/,True,True,37.0,0.2% /0.28%/
99,d4d2b,/flyingtoaster/audisabled/1.7/GMTUSDT_20220726144831_522de,4.0,flyingtoaster,GMTUSDT,131,0.777,0.716,True,False,16.0,0.2% /0.98%/,True,False,2.0,0.78% /0%/
81,8d407,/flyingtoaster/audisabled/1.5/GMTUSDT_20220723093109_e541e,5.0,flyingtoaster,GMTUSDT,129,0.768,0.849,True,False,17.0,0.2% /0.32%/,True,False,26.0,0.45% /0.37%/
152,a345b,/flyingtoaster/mdcl_hardcore_scalp/GMTUSDT_20220818203915_b4260,4.0,flyingtoaster,GMTUSDT,140,0.742,0.798,True,True,14.0,0.3% /0.2%/,True,False,17.0,0.3% /0.17%/
100,c9d35,/flyingtoaster/audisabled/1.7/HNTUSDT_20220726144831_522de,5.0,flyingtoaster,HNTUSDT,664,0.625,0.245,True,False,14.0,0.2% /0.82%/,True,False,57.0,0.9% /2.96%/
64,56ed4,/flyingtoaster/0.1_auenabled_short/GMTUSDT_20220731004348_49308,5.0,flyingtoaster,GMTUSDT,131,0.618,0.671,True,False,25.0,0.2% /0.28%/,True,True,37.0,0.2% /0.26%/
156,e1200,/flyingtoaster/mdcl_hardcore_scalp/MATICUSDT_20220818203915_b4260,4.0,flyingtoaster,MATICUSDT,649,0.612,0.237,True,True,11.0,0.3% /0.19%/,True,True,18.0,0.3% /0.18%/
122,9dad5,/flyingtoaster/0.1.2_auenabled_longshort/GMTUSDT_20220805010112_a7190,5.0,flyingtoaster,GMTUSDT,138,0.583,0.601,True,True,25.0,0.2% /0.25%/,True,True,39.0,0.2% /0.27%/
159,54c86,/flyingtoaster/mdcl_hardcore_scalp/SOLUSDT_20220818203915_b4260,4.0,flyingtoaster,SOLUSDT,687,0.566,0.294,True,True,10.0,0.3% /0.19%/,True,True,12.0,0.3% /0.14%/
82,fafe9,/flyingtoaster/audisabled/1.5/HNTUSDT_20220723093109_e541e,5.0,flyingtoaster,HNTUSDT,662,0.543,0.201,True,False,15.0,0.2% /1.93%/,True,False,56.0,0.87% /2.94%/
142,8af61,/flyingtoaster/mdcl_hardcore_scalp/AVAXUSDT_20220818203915_b4260,4.0,flyingtoaster,AVAXUSDT,678,0.528,0.257,True,True,11.0,0.3% /0.2%/,True,True,19.0,0.3% /0.2%/
158,e9608,/flyingtoaster/mdcl_hardcore_scalp/SANDUSDT_20220818203915_b4260,3.0,flyingtoaster,SANDUSDT,554,0.523,0.273,True,True,10.0,0.3% /0.17%/,True,True,14.0,0.3% /0.0%/
140,ad87b,/flyingtoaster/mdcl_hardcore_scalp/ADAUSDT_20220818203915_b4260,4.0,flyingtoaster,ADAUSDT,914,0.521,0.0938,True,True,10.0,0.3% /0.07%/,True,True,17.0,0.3% /0.0%/
165,d197d,/flyingtoaster/mdcl_hardcore_scalp/XRPUSDT_20220818203915_b4260,4.0,flyingtoaster,XRPUSDT,939,0.471,0.221,True,True,10.0,0.3% /0.19%/,True,True,12.0,0.3% /0.03%/
143,c83fa,/flyingtoaster/mdcl_hardcore_scalp/CHZUSDT_20220818203915_b4260,3.0,flyingtoaster,CHZUSDT,558,0.466,0.25,True,True,14.0,0.3% /0.2%/,True,True,16.0,0.3% /0.2%/
198,4fd83,/flyingtoaster/0.1.5_40%grid_1sdata_auenabled_longshort/SOLUSDT_20220901213214_31214,6.0,flyingtoaster,SOLUSDT,696,0.453,0.119,True,True,40.0,0.3% /0.2%/,True,True,43.0,0.3% /0.2%/
144,0840c,/flyingtoaster/mdcl_hardcore_scalp/CTSIUSDT_20220818203915_b4260,3.0,flyingtoaster,CTSIUSDT,280,0.45,0.57,True,True,11.0,0.3% /0.13%/,True,True,11.0,0.3% /0.2%/
103,8a161,/flyingtoaster/audisabled/1.7/MATICUSDT_20220726144831_522de,5.0,flyingtoaster,MATICUSDT,640,0.448,0.187,True,False,24.0,0.2% /2.03%/,True,False,49.0,0.82% /2.48%/
86,5e932,/flyingtoaster/audisabled/1.5/NEARUSDT_20220723093109_e541e,4.0,flyingtoaster,NEARUSDT,645,0.443,0.242,True,False,15.0,0.2% /1.22%/,True,False,34.0,0.97% /2.73%/
185,43ee4,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/SOLUSDT_20220825174433_b9737,6.0,flyingtoaster,SOLUSDT,696,0.436,0.126,True,True,49.0,0.2% /0.3%/,True,True,55.0,0.2% /0.28%/
106,ae67f,/flyingtoaster/audisabled/1.7/SOLUSDT_20220726144831_522de,4.0,flyingtoaster,SOLUSDT,678,0.422,0.176,True,False,16.0,0.2% /1.39%/,True,False,45.0,0.82% /2.65%/
149,8a756,/flyingtoaster/mdcl_hardcore_scalp/ENJUSDT_20220818203915_b4260,3.0,flyingtoaster,ENJUSDT,672,0.422,0.202,True,True,10.0,0.3% /0.2%/,True,True,17.0,0.3% /0.19%/
155,c5d1e,/flyingtoaster/mdcl_hardcore_scalp/MANAUSDT_20220818203915_b4260,3.0,flyingtoaster,MANAUSDT,505,0.422,0.482,True,True,13.0,0.3% /0.19%/,True,True,10.0,0.3% /0.19%/
70,dfc6a,/flyingtoaster/0.1_auenabled_short/SANDUSDT_20220731004348_49308,5.0,flyingtoaster,SANDUSDT,545,0.417,0.161,True,False,32.0,0.2% /0.23%/,True,True,40.0,0.2% /0.0%/
87,1bcb7,/flyingtoaster/audisabled/1.5/SANDUSDT_20220723093109_e541e,5.0,flyingtoaster,SANDUSDT,543,0.417,0.223,True,False,38.0,0.2% /2.86%/,True,False,36.0,0.96% /0.79%/
178,ec845,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/GMTUSDT_20220825174433_b9737,4.0,flyingtoaster,GMTUSDT,149,0.395,0.223,True,True,40.0,0.2% /0.26%/,True,True,45.0,0.2% /0.3%/
151,5b1f4,/flyingtoaster/mdcl_hardcore_scalp/ETCUSDT_20220818203915_b4260,4.0,flyingtoaster,ETCUSDT,929,0.388,0.244,True,True,11.0,0.3% /0.19%/,True,True,13.0,0.3% /0.03%/
85,963d8,/flyingtoaster/audisabled/1.5/MATICUSDT_20220723093109_e541e,5.0,flyingtoaster,MATICUSDT,638,0.376,0.212,True,False,29.0,0.2% /2.97%/,True,False,46.0,0.74% /2.66%/
68,af86d,/flyingtoaster/0.1_auenabled_short/MATICUSDT_20220731004348_49308,5.0,flyingtoaster,MATICUSDT,640,0.373,0.131,True,False,31.0,0.2% /0.26%/,True,True,35.0,0.2% /0.0%/
182,56ed1,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/MATICUSDT_20220825174433_b9737,6.0,flyingtoaster,MATICUSDT,658,0.372,0.116,True,True,43.0,0.2% /0.3%/,True,True,46.0,0.2% /0.27%/
146,1e974,/flyingtoaster/mdcl_hardcore_scalp/DOTUSDT_20220818203915_b4260,3.0,flyingtoaster,DOTUSDT,710,0.368,0.263,True,True,12.0,0.3% /0.19%/,True,True,18.0,0.3% /0.2%/
153,d7aac,/flyingtoaster/mdcl_hardcore_scalp/HNTUSDT_20220818203915_b4260,3.0,flyingtoaster,HNTUSDT,673,0.367,0.202,True,True,13.0,0.3% /0.2%/,True,True,18.0,0.3% /0.18%/
157,839fe,/flyingtoaster/mdcl_hardcore_scalp/NEARUSDT_20220818203915_b4260,3.0,flyingtoaster,NEARUSDT,656,0.363,0.191,True,True,14.0,0.3% /0.2%/,True,True,18.0,0.3% /0.18%/
129,5c4db,/flyingtoaster/0.1.2_auenabled_longshort/SANDUSDT_20220805010112_a7190,4.0,flyingtoaster,SANDUSDT,552,0.345,0.134,True,True,26.0,0.2% /0.3%/,True,True,43.0,0.2% /0.3%/
141,25f68,/flyingtoaster/mdcl_hardcore_scalp/ATOMUSDT_20220818203915_b4260,4.0,flyingtoaster,ATOMUSDT,907,0.342,0.308,True,True,12.0,0.3% /0.13%/,True,True,10.0,0.3% /0.19%/
77,911d6,/flyingtoaster/audisabled/1.5/DYDXUSDT_20220723093109_e541e,4.0,flyingtoaster,DYDXUSDT,315,0.341,1.03,True,False,22.0,0.2% /1.78%/,True,False,12.0,0.9% /2.56%/
65,dc847,/flyingtoaster/0.1_auenabled_short/HNTUSDT_20220731004348_49308,5.0,flyingtoaster,HNTUSDT,664,0.336,0.146,True,False,29.0,0.2% /0.3%/,True,True,45.0,0.2% /0.3%/
123,89257,/flyingtoaster/0.1.2_auenabled_longshort/HNTUSDT_20220805010112_a7190,5.0,flyingtoaster,HNTUSDT,671,0.33,0.157,True,True,29.0,0.2% /0.3%/,True,True,38.0,0.2% /0.01%/
102,c8424,/flyingtoaster/audisabled/1.7/MANAUSDT_20220726144831_522de,4.0,flyingtoaster,MANAUSDT,496,0.329,0.451,True,False,37.0,0.2% /2.25%/,True,False,15.0,0.96% /0.32%/
104,5986e,/flyingtoaster/audisabled/1.7/NEARUSDT_20220726144831_522de,4.0,flyingtoaster,NEARUSDT,647,0.32,0.261,True,False,16.0,0.2% /0.43%/,True,False,36.0,0.96% /2.97%/
126,530b7,/flyingtoaster/0.1.2_auenabled_longshort/MATICUSDT_20220805010112_a7190,4.0,flyingtoaster,MATICUSDT,647,0.319,0.133,True,True,31.0,0.2% /0.25%/,True,True,35.0,0.2% /0.28%/
96,6c258,/flyingtoaster/audisabled/1.7/ENJUSDT_20220726144831_522de,4.0,flyingtoaster,ENJUSDT,663,0.318,0.257,True,False,35.0,0.2% /2.14%/,True,False,24.0,0.79% /1.87%/
163,b9d0d,/flyingtoaster/mdcl_hardcore_scalp/XLMUSDT_20220818203915_b4260,4.0,flyingtoaster,XLMUSDT,925,0.315,0.285,True,True,12.0,0.3% /0.17%/,True,True,16.0,0.3% /0.2%/
78,842b0,/flyingtoaster/audisabled/1.5/ENJUSDT_20220723093109_e541e,5.0,flyingtoaster,ENJUSDT,661,0.314,0.263,True,False,35.0,0.2% /2.14%/,True,False,25.0,0.54% /1.68%/
169,41cf7,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/CHZUSDT_20220825174433_b9737,5.0,flyingtoaster,CHZUSDT,567,0.312,0.149,True,True,44.0,0.2% /0.3%/,True,True,45.0,0.2% /0.29%/
195,37ec1,/flyingtoaster/0.1.5_40%grid_1sdata_auenabled_longshort/MATICUSDT_20220831050247_8f999,5.0,flyingtoaster,MATICUSDT,649,0.309,0.106,True,True,40.0,0.25% /0.17%/,True,True,40.0,0.29% /0.19%/
67,81711,/flyingtoaster/0.1_auenabled_short/MANAUSDT_20220731004348_49308,5.0,flyingtoaster,MANAUSDT,496,0.306,0.237,True,False,38.0,0.2% /0.29%/,True,True,36.0,0.2% /0.27%/
94,fb42a,/flyingtoaster/audisabled/1.7/DYDXUSDT_20220726144831_522de,4.0,flyingtoaster,DYDXUSDT,317,0.306,1.07,True,False,22.0,0.2% /2.34%/,True,False,2.0,0.91% /2.1%/
93,3835d,/flyingtoaster/audisabled/1.7/DOTUSDT_20220726063439_d6df6,2.0,flyingtoaster,DOTUSDT,700,0.304,0.166,True,False,13.0,0.2% /0.15%/,True,False,3.0,0.68% /0.4%/
61,47a74,/flyingtoaster/0.1_auenabled_short/ENJUSDT_20220731004348_49308,5.0,flyingtoaster,ENJUSDT,663,0.301,0.202,True,False,34.0,0.2% /0.3%/,True,True,35.0,0.2% /0.26%/
134,af2fb,/flyingtoaster/0.1.2_auenabled_longshort/UNFIUSDT_20220807224359_bbacc,5.0,flyingtoaster,UNFIUSDT,527,0.297,0.338,True,True,31.0,0.2% /0.3%/,True,True,43.0,0.2% /0.29%/
111,b4483,/flyingtoaster/0.1.2_auenabled_longshort/ALGOUSDT_20220807030728_4dae9,5.0,flyingtoaster,ALGOUSDT,775,0.294,0.26,True,True,25.0,0.2% /0.27%/,True,True,35.0,0.2% /0.3%/
148,0eaab,/flyingtoaster/mdcl_hardcore_scalp/EGLDUSDT_20220818203915_b4260,3.0,flyingtoaster,EGLDUSDT,687,0.293,0.115,True,True,14.0,0.3% /0.08%/,True,True,19.0,0.3% /0.07%/
91,af59b,/flyingtoaster/audisabled/1.5/XRPUSDT_20220723093109_e541e,4.0,flyingtoaster,XRPUSDT,928,0.284,0.224,True,False,25.0,0.2% /2.16%/,True,False,24.0,0.4% /2.77%/
95,62d06,/flyingtoaster/audisabled/1.7/EGLDUSDT_20220726144831_522de,4.0,flyingtoaster,EGLDUSDT,678,0.284,0.124,True,False,16.0,0.2% /0.4%/,True,False,36.0,0.3% /0%/
132,36133,/flyingtoaster/0.1.2_auenabled_longshort/TRBUSDT_20220805010112_a7190,5.0,flyingtoaster,TRBUSDT,696,0.283,0.244,True,True,33.0,0.2% /0.3%/,True,True,36.0,0.2% /0.3%/
145,1d713,/flyingtoaster/mdcl_hardcore_scalp/CVCUSDT_20220818203915_b4260,3.0,flyingtoaster,CVCUSDT,629,0.28,0.314,True,True,11.0,0.3% /0.1%/,True,True,12.0,0.3% /0.2%/
179,1a8cb,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/HNTUSDT_20220825174433_b9737,6.0,flyingtoaster,HNTUSDT,682,0.277,0.124,True,True,45.0,0.2% /0.3%/,True,True,54.0,0.2% /0.3%/
84,b3738,/flyingtoaster/audisabled/1.5/MANAUSDT_20220723093109_e541e,4.0,flyingtoaster,MANAUSDT,494,0.275,0.404,True,False,14.0,0.2% /0.27%/,True,False,33.0,0.98% /1.8%/
162,347d0,/flyingtoaster/mdcl_hardcore_scalp/WAVESUSDT_20220818203915_b4260,3.0,flyingtoaster,WAVESUSDT,720,0.273,0.375,True,True,11.0,0.3% /0.13%/,True,True,12.0,0.3% /0.04%/
88,5457c,/flyingtoaster/audisabled/1.5/SOLUSDT_20220723093109_e541e,5.0,flyingtoaster,SOLUSDT,676,0.272,0.144,True,False,27.0,0.2% /2.15%/,True,False,57.0,0.83% /2.95%/
154,fe2fe,/flyingtoaster/mdcl_hardcore_scalp/LINKUSDT_20220818203915_b4260,3.0,flyingtoaster,LINKUSDT,928,0.272,0.217,True,True,13.0,0.3% /0.18%/,True,True,11.0,0.3% /0.1%/
188,fa1af,/flyingtoaster/0.1.4_40%grid_1sdata_auenabled_longshort/WAVESUSDT_20220825174433_b9737,6.0,flyingtoaster,WAVESUSDT,729,0.267,0.0573,True,True,49.0,0.2% /0.28%/,True,True,59.0,0.2% /0.29%/
69,cf6c0,/flyingtoaster/0.1_auenabled_short/NEARUSDT_20220731004348_49308,4.0,flyingtoaster,NEARUSDT,647,0.262,0.198,True,False,28.0,0.2% /0.29%/,True,True,36.0,0.2% /0.3%/
112,ffcde,/flyingtoaster/0.1.2_auenabled_longshort/AVAXUSDT_20220805010112_a7190,5.0,flyingtoaster,AVAXUSDT,676,0.259,0.163,True,True,39.0,0.2% /0.27%/,True,True,44.0,0.2% /0.26%/
105,7d563,/flyingtoaster/audisabled/1.7/SANDUSDT_20220726063439_d6df6,4.0,flyingtoaster,SANDUSDT,545,0.258,0.231,True,False,33.0,0.2% /1.64%/,True,False,33.0,0.87% /1.66%/
118,c3423,/flyingtoaster/0.1.2_auenabled_longshort/ENJUSDT_20220805010112_a7190,5.0,flyingtoaster,ENJUSDT,670,0.254,0.192,True,True,34.0,0.2% /0.3%/,True,True,35.0,0.2% /0.13%/
109,d52e0,/flyingtoaster/audisabled/1.7/XRPUSDT_20220726144831_522de,4.0,flyingtoaster,XRPUSDT,930,0.251,0.199,True,False,25.0,0.2% /2.2%/,True,False,27.0,0.93% /1.95%/
